Freq.	Free Freq.	Size	Establishment turn	Spanning	Priming	First Speaker	Turns	Expression
2	2	6	1	2	1	Human	0, 1	"{""0"": [""british food in the west part""], ""1"": [""british food in the west part""]}"
3	1	2	7	8	1	Human	0, 1, 7	"{""0"": [""west part""], ""1"": [""west part""], ""7"": [""west part""]}"
2	2	1	9	8	1	Human	2, 9	"{""2"": [""west""], ""9"": [""west""]}"
3	3	1	4	3	1	Agent	3, 4, 5	"{""3"": [""table""], ""4"": [""table""], ""5"": [""table""]}"
3	1	1	7	8	1	Human	0, 1, 7	"{""0"": [""part""], ""1"": [""part""], ""7"": [""part""]}"
2	2	1	7	2	1	Human	6, 7	"{""6"": [""boat""], ""7"": [""boating""]}"
2	2	2	11	2	1	Human	10, 11	"{""10"": [""phone number""], ""11"": [""phone number""]}"
2	2	2	2	2	1	Agent	1, 2	"{""1"": [""price range""], ""2"": [""price range""]}"
3	1	1	10	7	1	Agent	5, 10, 11	"{""5"": [""number""], ""10"": [""number""], ""11"": [""number""]}"
3	3	1	6	6	2	Agent	1, 3, 6	"{""1"": [""restaurants""], ""3"": [""restaurants""], ""6"": [""restaurant""]}"
2	2	1	11	2	1	Human	10, 11	"{""10"": [""entrance""], ""11"": [""entrance""]}"
2	2	1	11	2	1	Human	10, 11	"{""10"": [""postcode""], ""11"": [""postcode""]}"
