Freq.	Free Freq.	Size	Establishment turn	Spanning	Priming	First Speaker	Turns	Expression
2	2	3	8	2	1	Agent	7, 8	"{""7"": [""30 bridge street""], ""8"": [""30 bridge street""]}"
2	2	3	11	2	1	Human	10, 11	"{""10"": [""peterborough""], ""11"": [""peterborough""]}"
3	3	1	5	8	1	Human	0, 5, 7	"{""0"": [""centre""], ""5"": [""centre""], ""7"": [""centre""]}"
2	2	2	15	2	1	Human	14, 15	"{""14"": [""travel time""], ""15"": [""travel time""]}"
2	2	2	3	2	1	Human	2, 3	"{""2"": [""polynesian restaurant""], ""3"": [""polynesian restaurants""]}"
2	2	1	9	2	1	Human	8, 9	"{""8"": [""postcode""], ""9"": [""postcode""]}"
2	2	2	11	2	1	Human	10, 11, 13	"{""10"": [""trains""], ""11"": [""trains""], ""13"": [""train""]}"
2	2	2	5	2	1	Human	4, 5	"{""4"": [""turkish restaurants""], ""5"": [""turkish restaurants""]}"
5	2	1	5	8	1	Human	2, 3, 4, 5, 9	"{""2"": [""restaurant""], ""3"": [""restaurants""], ""4"": [""restaurants""], ""5"": [""restaurants"", ""restaurant""], ""9"": [""restaurant""]}"
4	4	1	3	14	1	Human	0, 3, 11, 13	"{""0"": [""cambridge""], ""3"": [""cambridge""], ""11"": [""cambridge""], ""13"": [""cambridge""]}"
3	1	1	14	5	1	Agent	11, 14, 15	"{""11"": [""time""], ""14"": [""time""], ""15"": [""time""]}"
2	2	1	10	2	1	Agent	9, 10	"{""9"": [""party""], ""10"": [""party""]}"
2	2	1	9	2	1	Human	8, 9	"{""8"": [""phone""], ""9"": [""phone""]}"
2	1	1	8	2	1	Agent	7, 8	"{""7"": [""street""], ""8"": [""street""]}"
