Freq.	Free Freq.	Size	Establishment turn	Spanning	Priming	First Speaker	Turns	Expression
2	2	6	13	2	1	Human	12, 13	"{""12"": [""phone number for the vue cinema""], ""13"": [""phone number for the vue cinema""]}"
2	2	3	9	2	1	Human	8, 9	"{""8"": [""centre of town""], ""9"": [""centre of town""]}"
3	1	2	12	3	1	Agent	11, 12, 13	"{""11"": [""vue cinema""], ""12"": [""vue cinema""], ""13"": [""vue cinema""]}"
3	3	1	3	4	1	Human	2, 3, 5	"{""2"": [""guesthouse""], ""3"": [""guesthouse""], ""5"": [""guesthouses""]}"
2	2	2	9	2	1	Human	8, 9	"{""8"": [""multiple sports""], ""9"": [""multiple sports""]}"
2	2	1	14	4	1	Agent	11, 14	"{""11"": [""address""], ""14"": [""address""]}"
4	2	1	11	8	1	Human	8, 9, 11, 15	"{""8"": [""centre""], ""9"": [""centre""], ""11"": [""centre""], ""15"": [""centre""]}"
4	1	1	11	4	1	Human	10, 11, 12, 13	"{""10"": [""cinemas""], ""11"": [""cinema""], ""12"": [""cinema""], ""13"": [""cinema""]}"
3	1	1	12	7	1	Agent	7, 12, 13	"{""7"": [""number""], ""12"": [""number""], ""13"": [""number""]}"
3	1	1	9	10	2	Human	0, 8, 9	"{""0"": [""town""], ""8"": [""town""], ""9"": [""town""]}"
2	2	1	3	4	1	Human	0, 3	"{""0"": [""hotel""], ""3"": [""hotel""]}"
