Freq.	Free Freq.	Size	Establishment turn	Spanning	Priming	First Speaker	Turns	Expression
2	2	4	31	8	1	Human	24, 31	"{""24"": [""different day""], ""31"": [""different day""]}"
2	2	3	30	8	1	Agent	22, 23, 30, 32	"{""22"": [""saturday""], ""23"": [""saturday""], ""30"": [""saturday""], ""32"": [""saturday""]}"
2	2	2	7	2	1	Human	6, 7	"{""6"": [""travel time""], ""7"": [""travel time""]}"
4	4	1	18	31	1	Agent	1, 18, 21, 24, 31	"{""1"": [""day""], ""18"": [""day""], ""21"": [""day""], ""24"": [""day""], ""31"": [""day""]}"
3	3	2	35	22	2	Human	14, 34, 35	"{""14"": [""4 star""], ""34"": [""4 star""], ""35"": [""4 stars""]}"
2	2	2	11	2	1	Human	10, 11	"{""10"": [""free parking""], ""11"": [""free parking""]}"
2	2	2	11	2	1	Human	10, 11	"{""10"": [""1 star""], ""11"": [""one star""]}"
6	6	1	14	26	2	Agent	9, 13, 14, 21, 24, 34	"{""9"": [""hotel""], ""13"": [""hotels"", ""hotel""], ""14"": [""hotel""], ""21"": [""hotel""], ""24"": [""hotel""], ""34"": [""hotel""]}"
6	6	1	18	21	1	Agent	17, 18, 27, 31, 35, 37	"{""17"": [""reservation""], ""18"": [""reservation""], ""27"": [""reservation""], ""31"": [""reservation""], ""35"": [""reservation""], ""37"": [""reservation""]}"
6	1	1	13	26	1	Human	10, 11, 13, 14, 34, 35	"{""10"": [""star""], ""11"": [""star""], ""13"": [""stars""], ""14"": [""star""], ""34"": [""star""], ""35"": [""stars""]}"
5	3	1	4	31	1	Agent	3, 4, 6, 7, 33	"{""3"": [""time""], ""4"": [""time""], ""6"": [""time""], ""7"": [""time""], ""33"": [""time""]}"
4	4	1	5	19	1	Human	0, 5, 6, 18	"{""0"": [""train""], ""5"": [""trains""], ""6"": [""train""], ""18"": [""train""]}"
3	3	1	17	11	1	Human	16, 17, 26	"{""16"": [""nights""], ""17"": [""night""], ""26"": [""nights""]}"
3	3	1	29	30	1	Human	8, 29, 37	"{""8"": [""place""], ""29"": [""place""], ""37"": [""place""]}"
3	3	1	21	14	1	Human	20, 21, 33	"{""20"": [""unfortunately""], ""21"": [""unfortunately""], ""33"": [""unfortunately""]}"
2	2	1	10	2	1	Agent	9, 10	"{""9"": [""area""], ""10"": [""area""]}"
2	2	1	27	26	1	Human	2, 27	"{""2"": [""sunday""], ""27"": [""sunday""]}"
