Freq.	Free Freq.	Size	Establishment turn	Spanning	Priming	First Speaker	Turns	Expression
2	2	2	9	2	1	Human	8, 9	"{""8"": [""5 people""], ""9"": [""5 people""]}"
2	2	3	6	2	1	Agent	5, 6	"{""5"": [""center of town""], ""6"": [""centre of town""]}"
3	3	3	8	3	1	Agent	7, 8, 9	"{""7"": [""cambridge chop house""], ""8"": [""cambridge chop house""], ""9"": [""cambridge chop house""]}"
2	2	3	7	6	1	Human	2, 7	"{""2"": [""table for 5""], ""7"": [""table for 5""]}"
2	2	4	5	6	1	Human	0, 5	"{""0"": [""restaurant in the centre""], ""5"": [""restaurant in the center""]}"
3	1	1	5	6	1	Human	2, 5, 7	"{""2"": [""table""], ""5"": [""table""], ""7"": [""table""]}"
4	4	1	7	8	1	Human	2, 7, 8, 9	"{""2"": [""thursday""], ""7"": [""thursday""], ""8"": [""thursday""], ""9"": [""thursday""]}"
2	2	1	12	2	1	Agent	11, 12	"{""11"": [""welcome""], ""12"": [""welcome""]}"
5	3	1	1	8	1	Human	0, 1, 3, 5, 7	"{""0"": [""restaurant""], ""1"": [""restaurants""], ""3"": [""restaurant""], ""5"": [""restaurant""], ""7"": [""restaurant""]}"
3	1	1	8	3	1	Agent	7, 8, 9	"{""7"": [""house""], ""8"": [""house""], ""9"": [""house""]}"
