Freq.	Free Freq.	Size	Establishment turn	Spanning	Priming	First Speaker	Turns	Expression
2	2	2	13	2	1	Human	12, 13	"{""12"": [""7 people""], ""13"": [""7 people""]}"
2	2	2	13	2	1	Human	12, 13	"{""12"": [""reference number""], ""13"": [""reference number""]}"
2	2	2	9	2	1	Human	8, 9	"{""8"": [""4 star""], ""9"": [""4 stars""]}"
2	2	1	5	2	1	Human	4, 5	"{""4"": [""address""], ""5"": [""address""]}"
4	4	1	8	13	1	Agent	3, 8, 14	"{""3"": [""help""], ""8"": [""help""], ""14"": [""help""]}"
3	3	1	2	3	1	Agent	1, 2, 3	"{""1"": [""art""], ""2"": [""art""], ""3"": [""art""]}"
2	2	1	15	2	1	Human	14, 15	"{""14"": [""day""], ""15"": [""day""]}"
2	2	1	3	2	1	Human	2, 3	"{""2"": [""entrance""], ""3"": [""entrance""]}"
2	2	1	8	2	1	Agent	7, 8	"{""7"": [""food""], ""8"": [""food""]}"
2	2	1	9	2	1	Human	8, 9	"{""8"": [""guesthouse""], ""9"": [""guesthouse""]}"
2	2	1	13	2	1	Human	12, 13	"{""12"": [""thursday""], ""13"": [""thursday""]}"
