Freq.	Free Freq.	Size	Establishment turn	Spanning	Priming	First Speaker	Turns	Expression
2	2	3	15	2	1	Human	14, 15	"{""14"": [""taxi""], ""15"": [""taxi""]}"
5	5	1	4	7	1	Agent	3, 4, 6, 7, 9	"{""3"": [""centre""], ""4"": [""centre""], ""6"": [""center""], ""7"": [""centre""], ""9"": [""centre""]}"
3	3	2	12	4	2	Agent	9, 11, 12	"{""9"": [""el shaddai""], ""11"": [""el shaddai""], ""12"": [""el shaddai""]}"
3	3	2	5	4	2	Human	2, 4, 5	"{""2"": [""entrance fee""], ""4"": [""entrance fee""], ""5"": [""entrance fee""]}"
2	2	2	11	2	1	Human	10, 11	"{""10"": [""free parking""], ""11"": [""free parking""]}"
3	3	1	15	14	2	Human	2, 4, 15	"{""2"": [""address""], ""4"": [""address""], ""15"": [""address""]}"
2	2	1	3	2	1	Human	2, 3	"{""2"": [""area""], ""3"": [""area""]}"
2	2	1	16	16	1	Agent	1, 16	"{""1"": [""attraction""], ""16"": [""attraction""]}"
2	2	1	9	10	1	Human	0, 9	"{""0"": [""information""], ""9"": [""information""]}"
2	1	1	11	2	1	Human	10, 11	"{""10"": [""parking""], ""11"": [""parking""]}"
