Freq.	Free Freq.	Size	Establishment turn	Spanning	Priming	First Speaker	Turns	Expression
2	2	5	11	2	1	Human	10, 11	"{""10"": [""3 at 17:30 on sunday""], ""11"": [""3 at 17:30 on sunday""]}"
2	2	2	3	4	1	Human	0, 3	"{""0"": [""4 star""], ""3"": [""4 star""]}"
3	3	2	10	5	1	Agent	7, 10, 11	"{""7"": [""reference number""], ""10"": [""reference number""], ""11"": [""reference number""]}"
2	2	1	9	8	1	Human	2, 9	"{""2"": [""town""], ""9"": [""town""]}"
4	1	1	7	8	1	Human	4, 7, 10, 11	"{""4"": [""number""], ""7"": [""number""], ""10"": [""number""], ""11"": [""number""]}"
3	3	1	10	10	2	Agent	1, 9, 10	"{""1"": [""area""], ""9"": [""area""], ""10"": [""area""]}"
3	3	1	10	9	1	Agent	10, 11	"{""10"": [""reservation""], ""11"": [""reservations""]}"
3	1	1	11	6	2	Human	6, 10, 11	"{""6"": [""sunday""], ""10"": [""sunday""], ""11"": [""sunday""]}"
2	2	1	6	2	1	Agent	5, 6	"{""5"": [""nights""], ""6"": [""nights""]}"
2	2	1	6	2	1	Agent	5, 6	"{""5"": [""people""], ""6"": [""people""]}"
2	2	1	9	2	1	Human	8, 9	"{""8"": [""restaurant""], ""9"": [""restaurants""]}"
