Freq.	Free Freq.	Size	Establishment turn	Spanning	Priming	First Speaker	Turns	Expression
3	3	1	3	11	1	Human	0, 3, 10	"{""0"": [""east""], ""3"": [""east""], ""10"": [""east""]}"
3	3	2	12	12	2	Agent	1, 11, 12	"{""1"": [""price range""], ""11"": [""price range""], ""12"": [""price range""]}"
2	2	2	15	2	1	Human	14, 15	"{""14"": [""british food""], ""15"": [""british food""]}"
4	2	1	13	6	1	Human	10, 13, 14, 15	"{""10"": [""food""], ""13"": [""food""], ""14"": [""food""], ""15"": [""food""]}"
4	4	1	8	14	1	Agent	7, 8, 19, 20	"{""7"": [""people""], ""8"": [""people""], ""19"": [""people""], ""20"": [""people""]}"
4	1	1	2	12	1	Agent	1, 2, 11, 12	"{""1"": [""price""], ""2"": [""price""], ""11"": [""price""], ""12"": [""price""]}"
3	3	1	19	6	1	Human	18, 19, 23	"{""18"": [""day""], ""19"": [""day""], ""23"": [""day""]}"
3	3	1	18	18	2	Agent	1, 15, 18	"{""1"": [""hotel""], ""15"": [""hotel""], ""18"": [""hotel""]}"
3	3	1	7	3	1	Human	6, 7, 8	"{""6"": [""nights""], ""7"": [""night""], ""8"": [""nights""]}"
2	2	1	15	6	1	Human	10, 15	"{""10"": [""restaurant""], ""15"": [""restaurant""]}"
2	2	1	2	2	1	Agent	1, 2	"{""1"": [""star""], ""2"": [""stars""]}"
