Freq.	Free Freq.	Size	Establishment turn	Spanning	Priming	First Speaker	Turns	Expression
2	2	2	3	4	1	Human	0, 3	"{""0"": [""west side""], ""3"": [""west side""]}"
3	3	2	3	3	1	Human	2, 3, 4	"{""2"": [""1 star""], ""3"": [""1 star""], ""4"": [""1 star""]}"
2	2	2	3	2	1	Human	2, 3	"{""2"": [""free wifi""], ""3"": [""free wifi""]}"
2	2	2	13	2	1	Human	12, 13	"{""12"": [""reference number""], ""13"": [""reference number""]}"
4	2	1	7	8	1	Human	6, 7, 12, 13	"{""6"": [""number""], ""7"": [""number""], ""12"": [""number""], ""13"": [""number""]}"
4	1	1	3	5	2	Human	0, 2, 3, 4	"{""0"": [""star""], ""2"": [""star""], ""3"": [""star""], ""4"": [""star""]}"
3	3	1	12	3	1	Agent	12, 13	"{""12"": [""booking""], ""13"": [""booking""]}"
3	3	1	15	14	2	Human	2, 10, 15	"{""2"": [""cambridge""], ""10"": [""cambridge""], ""15"": [""cambridge""]}"
3	3	1	3	6	1	Human	0, 3, 5	"{""0"": [""hotel""], ""3"": [""hotels""], ""5"": [""hotel""]}"
3	3	1	9	4	1	Human	8, 9, 11	"{""8"": [""train""], ""9"": [""trains""], ""11"": [""train""]}"
2	2	1	7	2	1	Human	6, 7	"{""6"": [""parking""], ""7"": [""park"", ""parking""]}"
