Freq.	Free Freq.	Size	Establishment turn	Spanning	Priming	First Speaker	Turns	Expression
2	2	5	9	2	1	Human	8, 9	"{""8"": [""free wifi and free parking""], ""9"": [""free wifi and free parking""]}"
4	2	2	7	4	1	Human	6, 7, 8, 9	"{""6"": [""free wifi""], ""7"": [""free wifi""], ""8"": [""free wifi""], ""9"": [""free wifi""]}"
3	1	2	9	6	2	Human	4, 8, 9	"{""4"": [""free parking""], ""8"": [""free parking""], ""9"": [""free parking""]}"
2	2	2	13	2	1	Human	12, 13	"{""12"": [""postal code""], ""13"": [""postal code""]}"
5	5	1	5	6	1	Human	4, 5, 6, 7, 9	"{""4"": [""place""], ""5"": [""places""], ""6"": [""place""], ""7"": [""places""], ""9"": [""places""]}"
3	3	1	12	3	1	Agent	11, 12, 13	"{""11"": [""aylesbray""], ""12"": [""aylesbray""], ""13"": [""aylesbray""]}"
2	2	1	1	2	1	Human	0, 1	"{""0"": [""architecture""], ""1"": [""architecture""]}"
2	2	1	3	2	1	Human	2, 3	"{""2"": [""favorite""], ""3"": [""favorite""]}"
2	2	1	12	10	1	Agent	3, 12	"{""3"": [""number""], ""12"": [""number""]}"
2	2	1	3	2	1	Human	2, 3	"{""2"": [""phone""], ""3"": [""phone""]}"
2	2	1	3	2	1	Human	2, 3	"{""2"": [""postcode""], ""3"": [""postcode""]}"
2	2	1	13	2	1	Human	12, 13	"{""12"": [""stars""], ""13"": [""star""]}"
2	2	1	1	2	1	Human	0, 1	"{""0"": [""town""], ""1"": [""town""]}"
