Freq.	Free Freq.	Size	Establishment turn	Spanning	Priming	First Speaker	Turns	Expression
2	2	5	3	4	1	Human	0, 3	"{""0"": [""restaurant in the city centre""], ""3"": [""restaurant in the city centre""]}"
2	2	2	17	2	1	Human	16, 17	"{""16"": [""two nights""], ""17"": [""2 nights""]}"
2	2	1	8	4	1	Agent	5, 8	"{""5"": [""centre""], ""8"": [""centre""]}"
4	4	2	2	10	1	Agent	1, 2, 3, 10	"{""1"": [""price range""], ""2"": [""price range""], ""3"": [""price range""], ""10"": [""price range""]}"
9	9	1	9	15	1	Human	8, 9, 11, 12, 13, 17, 20, 21, 22	"{""8"": [""hotel""], ""9"": [""hotels"", ""hotel""], ""11"": [""hotel""], ""12"": [""hotels""], ""13"": [""hotels""], ""17"": [""hotels""], ""20"": [""hotel""], ""21"": [""hotel""], ""22"": [""hotel""]}"
4	4	1	3	23	2	Human	0, 2, 3, 20, 21, 22	"{""0"": [""restaurant""], ""2"": [""restaurant""], ""3"": [""restaurant""], ""20"": [""restaurant""], ""21"": [""restaurant""], ""22"": [""restaurant""]}"
2	2	2	15	2	1	Human	14, 15	"{""14"": [""free wifi""], ""15"": [""free wifi""]}"
2	2	1	17	12	1	Human	6, 17	"{""6"": [""friday""], ""17"": [""friday""]}"
5	1	1	9	10	1	Agent	1, 2, 3, 10	"{""1"": [""price""], ""2"": [""price""], ""3"": [""price""], ""10"": [""price""]}"
4	4	1	22	20	3	Agent	3, 5, 22	"{""3"": [""reservation""], ""5"": [""reservation""], ""22"": [""reservation""]}"
3	3	1	4	3	1	Agent	3, 4, 5	"{""3"": [""cafe""], ""4"": [""cafe""], ""5"": [""cafe""]}"
3	1	1	18	3	1	Human	16, 17, 18	"{""16"": [""nights""], ""17"": [""nights""], ""18"": [""night""]}"
2	2	1	7	2	1	Human	6, 7	"{""6"": [""table""], ""7"": [""table""]}"
2	2	1	23	4	1	Human	20, 23	"{""20"": [""taxi""], ""23"": [""taxi""]}"
2	2	1	25	4	1	Human	22, 25	"{""22"": [""time""], ""25"": [""time""]}"
