Freq.	Free Freq.	Size	Establishment turn	Spanning	Priming	First Speaker	Turns	Expression
2	2	3	6	2	1	Agent	0, 1, 4, 5, 6, 7, 8	"{""0"": [""train""], ""1"": [""train""], ""4"": [""train"", ""trains""], ""5"": [""trains""], ""6"": [""train""], ""7"": [""train""], ""8"": [""train""]}"
2	2	2	14	2	1	Agent	13, 14	"{""13"": [""indian restaurants""], ""14"": [""indian restaurant""]}"
3	3	1	9	6	1	Human	8, 9, 13	"{""8"": [""cambridge""], ""9"": [""cambridge""], ""13"": [""cambridge""]}"
3	3	1	9	10	2	Human	0, 8, 9	"{""0"": [""peterborough""], ""8"": [""peterborough""], ""9"": [""peterborough""]}"
3	3	1	13	11	1	Human	4, 13, 14	"{""4"": [""price""], ""13"": [""price""], ""14"": [""price""]}"
3	1	1	14	4	2	Agent	11, 13, 14	"{""11"": [""restaurants""], ""13"": [""restaurants""], ""14"": [""restaurant""]}"
3	3	1	8	3	1	Agent	7, 8, 9	"{""7"": [""tr4765""], ""8"": [""tr4765""], ""9"": [""tr4765""]}"
2	2	1	15	2	1	Human	14, 15	"{""14"": [""address""], ""15"": [""address""]}"
2	2	1	15	2	1	Human	14, 15	"{""14"": [""location""], ""15"": [""location""]}"
2	2	1	9	10	1	Human	0, 9	"{""0"": [""monday""], ""9"": [""monday""]}"
2	2	1	15	2	1	Human	14, 15	"{""14"": [""number""], ""15"": [""number""]}"
