Freq.	Free Freq.	Size	Establishment turn	Spanning	Priming	First Speaker	Turns	Expression
3	3	1	1	14	1	Human	0, 1, 13	"{""0"": [""south""], ""1"": [""South""], ""13"": [""south""]}"
3	3	1	11	6	2	Human	6, 10, 11	"{""6"": [""address""], ""10"": [""address""], ""11"": [""address""]}"
2	2	2	7	2	1	Human	6, 7	"{""6"": [""free parking""], ""7"": [""free parking""]}"
2	2	2	11	2	1	Human	10, 11	"{""10"": [""phone number""], ""11"": [""phone number""]}"
2	2	2	13	6	1	Human	8, 13	"{""8"": [""price range""], ""13"": [""price range"", ""price ranges""]}"
3	1	1	21	12	1	Human	10, 11, 21	"{""10"": [""number""], ""11"": [""number""], ""21"": [""number""]}"
3	1	1	15	10	1	Human	6, 7, 15	"{""6"": [""parking""], ""7"": [""parking""], ""15"": [""park""]}"
3	3	1	18	14	2	Agent	5, 15, 18	"{""5"": [""reservation""], ""15"": [""reservation""], ""18"": [""reservation""]}"
3	3	1	12	5	1	Agent	9, 12, 13	"{""9"": [""restaurant""], ""12"": [""restaurant""], ""13"": [""restaurant""]}"
2	2	1	12	4	1	Agent	9, 12	"{""9"": [""area""], ""12"": [""area""]}"
2	2	1	15	2	1	Human	14, 15	"{""14"": [""best""], ""15"": [""best""]}"
2	2	1	13	6	1	Human	8, 13	"{""8"": [""food""], ""13"": [""food""]}"
2	2	1	13	14	1	Human	0, 13	"{""0"": [""options""], ""13"": [""options""]}"
2	2	1	7	2	1	Human	6, 7	"{""6"": [""postcode""], ""7"": [""postcode""]}"
2	2	1	15	14	1	Human	2, 15	"{""2"": [""star""], ""15"": [""star""]}"
