Freq.	Free Freq.	Size	Establishment turn	Spanning	Priming	First Speaker	Turns	Expression
2	2	3	7	4	1	Human	4, 7	"{""4"": [""moderate price range""], ""7"": [""moderate price range""]}"
2	2	3	1	2	1	Human	0, 1	"{""0"": [""moderate priced restaurant""], ""1"": [""moderately priced restaurants""]}"
2	2	2	2	2	1	Agent	1, 2	"{""1"": [""town centre""], ""2"": [""town centre""]}"
2	2	4	5	6	1	Human	0, 5	"{""0"": [""restaurant in the centre""], ""5"": [""restaurants in the centre""]}"
2	2	1	3	8	1	Human	0, 1, 3, 5, 7	"{""0"": [""restaurant""], ""1"": [""restaurants""], ""3"": [""restaurants""], ""5"": [""restaurants""], ""7"": [""restaurant""]}"
5	1	2	5	8	1	Human	4, 7	"{""4"": [""moderate price""], ""7"": [""moderate price""]}"
4	2	2	4	7	2	Agent	1, 3, 4, 7	"{""1"": [""price range""], ""3"": [""price range""], ""4"": [""price range""], ""7"": [""price range""]}"
2	2	2	9	6	1	Human	4, 9	"{""4"": [""city centre""], ""9"": [""city centre""]}"
2	2	2	9	2	1	Human	8, 9	"{""8"": [""phone number""], ""9"": [""phone number""]}"
3	1	1	5	5	1	Agent	1, 2, 5	"{""1"": [""town""], ""2"": [""town""], ""5"": [""town""]}"
2	2	1	9	2	1	Human	8, 9	"{""8"": [""address""], ""9"": [""address""]}"
2	2	1	5	2	1	Human	4, 5	"{""4"": [""cuisine""], ""5"": [""cuisine""]}"
