Freq.	Free Freq.	Size	Establishment turn	Spanning	Priming	First Speaker	Turns	Expression
3	3	2	12	4	1	Agent	11, 12, 14	"{""11"": [""gonville hotel""], ""12"": [""gonville hotel""], ""14"": [""gonville hotel""]}"
2	2	1	15	2	1	Human	14, 15	"{""14"": [""guesthouse""], ""15"": [""guesthouse""]}"
3	3	1	12	5	1	Agent	11, 12, 13, 14, 15	"{""11"": [""gonville""], ""12"": [""gonville""], ""13"": [""gonville""], ""14"": [""gonville""], ""15"": [""gonville""]}"
2	2	1	15	2	1	Human	14, 15	"{""14"": [""hotel""], ""15"": [""hotel""]}"
2	2	2	13	4	1	Human	10, 13	"{""10"": [""free parking""], ""13"": [""free parking""]}"
3	3	1	5	6	2	Human	0, 2, 5	"{""0"": [""monday""], ""2"": [""monday""], ""5"": [""monday""]}"
3	3	1	11	4	2	Human	8, 10, 11	"{""8"": [""place""], ""10"": [""place""], ""11"": [""place""]}"
3	3	1	2	5	1	Agent	1, 2, 5	"{""1"": [""train""], ""2"": [""train""], ""5"": [""train"", ""trains""]}"
2	2	1	13	2	1	Human	12, 13	"{""12"": [""internet""], ""13"": [""internet""]}"
2	2	1	12	4	1	Agent	9, 12	"{""9"": [""number""], ""12"": [""number""]}"
