Freq.	Free Freq.	Size	Establishment turn	Spanning	Priming	First Speaker	Turns	Expression
5	5	2	3	7	1	Human	2, 3, 4, 5, 8	"{""2"": [""east side""], ""3"": [""east side""], ""4"": [""east side""], ""5"": [""east side""], ""8"": [""east side""]}"
2	2	2	1	2	1	Human	0, 1	"{""0"": [""south side""], ""1"": [""south side""]}"
2	2	3	3	4	1	Human	0, 3	"{""0"": [""side of town""], ""3"": [""side of town""]}"
5	5	1	7	8	1	Human	6, 7, 11, 12, 13	"{""6"": [""address""], ""7"": [""address""], ""11"": [""address""], ""12"": [""address""], ""13"": [""address""]}"
4	4	1	10	6	1	Agent	9, 10, 11, 14	"{""9"": [""information""], ""10"": [""information""], ""11"": [""information""], ""14"": [""information""]}"
2	2	2	7	4	1	Human	4, 7	"{""4"": [""indian food""], ""7"": [""indian food""]}"
2	2	2	6	2	1	Agent	5, 6	"{""5"": [""indian restaurant""], ""6"": [""indian restaurant""]}"
2	2	2	14	8	1	Agent	7, 14	"{""7"": [""pipasha restaurant""], ""14"": [""pipasha restaurant""]}"
7	3	1	1	15	1	Human	0, 1, 3, 5, 6, 7, 14	"{""0"": [""restaurant""], ""1"": [""restaurants""], ""3"": [""restaurants""], ""5"": [""restaurant""], ""6"": [""restaurant""], ""7"": [""restaurant""], ""14"": [""restaurant""]}"
7	1	1	1	9	1	Human	0, 1, 2, 3, 4, 5, 8	"{""0"": [""side""], ""1"": [""side""], ""2"": [""side""], ""3"": [""side""], ""4"": [""side""], ""5"": [""side""], ""8"": [""side""]}"
3	1	1	7	8	2	Human	0, 4, 7	"{""0"": [""food""], ""4"": [""food""], ""7"": [""food""]}"
2	2	1	15	8	1	Human	8, 15	"{""8"": [""area""], ""15"": [""area""]}"
2	2	1	9	2	1	Human	8, 9	"{""8"": [""museums""], ""9"": [""museums""]}"
