Freq.	Free Freq.	Size	Establishment turn	Spanning	Priming	First Speaker	Turns	Expression
2	2	5	3	4	1	Human	0, 3	"{""0"": [""expensive restaurants in the centre""], ""3"": [""expensive restaurants in the centre""]}"
3	1	1	1	4	1	Human	0, 1, 3	"{""0"": [""centre""], ""1"": [""centre""], ""3"": [""centre""]}"
5	5	1	11	10	1	Human	10, 11, 12, 17, 19	"{""10"": [""train""], ""11"": [""train""], ""12"": [""train""], ""17"": [""train""], ""19"": [""train""]}"
3	1	2	1	4	1	Human	0, 1, 3	"{""0"": [""expensive restaurants""], ""1"": [""expensive restaurants""], ""3"": [""expensive restaurants""]}"
2	2	2	5	2	1	Human	4, 5	"{""4"": [""korean food""], ""5"": [""korean food""]}"
3	1	1	4	5	1	Agent	1, 4, 5	"{""1"": [""food""], ""4"": [""food""], ""5"": [""food""]}"
2	2	1	17	6	1	Human	12, 17	"{""12"": [""cambridge""], ""17"": [""cambridge""]}"
2	2	1	15	16	1	Human	0, 15	"{""0"": [""options""], ""15"": [""options""]}"
2	2	1	5	4	1	Human	2, 5	"{""2"": [""place""], ""5"": [""place""]}"
2	2	1	9	4	1	Human	6, 9	"{""6"": [""table""], ""9"": [""table""]}"
