Freq.	Free Freq.	Size	Establishment turn	Spanning	Priming	First Speaker	Turns	Expression
3	3	2	1	4	1	Human	0, 1, 3	"{""0"": [""free parking""], ""1"": [""free parking""], ""3"": [""free parking""]}"
5	5	1	1	8	1	Human	0, 1, 3, 6, 7	"{""0"": [""guesthouse""], ""1"": [""guesthouses""], ""3"": [""guesthouse""], ""6"": [""guesthouse""], ""7"": [""guesthouse""]}"
2	2	1	9	2	1	Human	8, 9	"{""8"": [""tuesday""], ""9"": [""tuesday""]}"
2	2	2	3	2	1	Human	2, 3	"{""2"": [""1 star""], ""3"": [""1 star""]}"
2	2	2	7	2	1	Human	6, 7	"{""6"": [""phone number""], ""7"": [""phone number""]}"
3	3	1	2	6	1	Agent	1, 2, 6	"{""1"": [""area""], ""2"": [""area""], ""6"": [""area""]}"
3	2	1	3	3	1	Human	2, 3, 4	"{""2"": [""star""], ""3"": [""star"", ""stars""], ""4"": [""stars""]}"
3	3	1	12	4	2	Agent	9, 11, 12	"{""9"": [""time""], ""11"": [""time""], ""12"": [""time""]}"
3	3	1	9	4	1	Human	8, 9, 11	"{""8"": [""trains""], ""9"": [""trains""], ""11"": [""train""]}"
2	2	1	9	2	1	Human	8, 9	"{""8"": [""cambridge""], ""9"": [""cambridge""]}"
