Freq.	Free Freq.	Size	Establishment turn	Spanning	Priming	First Speaker	Turns	Expression
2	2	5	15	2	1	Human	14, 15	"{""14"": [""british restaurant in the centre""], ""15"": [""british restaurant in the centre""]}"
2	2	3	13	8	1	Human	6, 13	"{""6"": [""centre of town""], ""13"": [""centre of town""]}"
3	1	4	14	9	1	Agent	7, 14, 15	"{""7"": [""restaurants in the centre""], ""14"": [""restaurant in the centre""], ""15"": [""restaurant in the centre""]}"
2	2	2	19	16	1	Human	4, 19	"{""4"": [""four people""], ""19"": [""4 people""]}"
2	2	3	13	4	1	Human	10, 11, 13	"{""10"": [""british food""], ""11"": [""british food""], ""13"": [""british food""]}"
4	4	2	5	18	1	Human	4, 5, 17, 21	"{""4"": [""reference number""], ""5"": [""reference number""], ""17"": [""reference number""], ""21"": [""reference number""]}"
2	2	1	19	4	1	Human	16, 19	"{""16"": [""people""], ""19"": [""people""]}"
6	3	1	7	13	1	Human	6, 7, 13, 14, 15, 18	"{""6"": [""restaurant""], ""7"": [""restaurants""], ""13"": [""restaurants""], ""14"": [""restaurant""], ""15"": [""restaurant""], ""18"": [""restaurant""]}"
4	1	1	11	6	2	Human	8, 10, 11, 13	"{""8"": [""food""], ""10"": [""food""], ""11"": [""food""], ""13"": [""food""]}"
3	3	1	17	6	1	Human	16, 17, 21	"{""16"": [""table""], ""17"": [""table""], ""21"": [""table""]}"
3	3	1	1	3	1	Human	0, 1, 2	"{""0"": [""train""], ""1"": [""trains""], ""2"": [""train""]}"
2	2	1	8	2	1	Agent	7, 8	"{""7"": [""price""], ""8"": [""price""]}"
