Freq.	Free Freq.	Size	Establishment turn	Spanning	Priming	First Speaker	Turns	Expression
3	3	2	13	9	1	Human	6, 13, 14	"{""6"": [""north side""], ""13"": [""north side""], ""14"": [""north side""]}"
2	2	2	21	18	1	Human	4, 21	"{""4"": [""3 people""], ""21"": [""3 people""]}"
2	2	3	14	4	1	Agent	11, 14	"{""11"": [""4 star hotels""], ""14"": [""4 star hotel""]}"
3	3	2	1	4	1	Human	0, 1, 3	"{""0"": [""kings lynn""], ""1"": [""kings lynn""], ""3"": [""kings lynn""]}"
2	2	1	11	6	1	Human	6, 11	"{""6"": [""town""], ""11"": [""town""]}"
2	2	3	8	2	1	Agent	7, 8	"{""7"": [""preference on price""], ""8"": [""preference on price""]}"
3	1	2	15	5	1	Agent	11, 14, 15	"{""11"": [""4 star""], ""14"": [""4 star""], ""15"": [""4 star""]}"
3	3	2	11	6	1	Human	8, 11, 13	"{""8"": [""free parking""], ""11"": [""free parking""], ""13"": [""free parking""]}"
3	3	2	21	6	2	Human	16, 20, 21	"{""16"": [""3 nights""], ""20"": [""3 nights""], ""21"": [""3 nights""]}"
2	2	1	3	4	1	Human	0, 3	"{""0"": [""cambridge""], ""3"": [""cambridge""]}"
6	4	1	9	9	1	Human	6, 9, 10, 11, 13, 14	"{""6"": [""hotel""], ""9"": [""hotels""], ""10"": [""hotel""], ""11"": [""hotels""], ""13"": [""hotels""], ""14"": [""hotel""]}"
6	3	1	11	10	2	Human	6, 10, 11, 13, 14, 15	"{""6"": [""star""], ""10"": [""star""], ""11"": [""star""], ""13"": [""stars""], ""14"": [""star""], ""15"": [""star""]}"
4	1	1	15	8	1	Human	8, 11, 13, 15	"{""8"": [""parking""], ""11"": [""parking""], ""13"": [""parking""], ""15"": [""parking""]}"
4	2	1	21	18	3	Human	4, 16, 20, 21	"{""4"": [""people""], ""16"": [""people""], ""20"": [""people""], ""21"": [""people""]}"
4	4	1	1	6	1	Human	0, 1, 3, 5	"{""0"": [""train""], ""1"": [""train""], ""3"": [""train""], ""5"": [""train""]}"
3	1	1	14	8	1	Agent	7, 8	"{""7"": [""preference""], ""8"": [""preference""]}"
3	1	1	13	7	1	Agent	7, 8	"{""7"": [""price""], ""8"": [""price""]}"
3	3	1	1	22	1	Human	0, 1, 21	"{""0"": [""sunday""], ""1"": [""sundays""], ""21"": [""sunday""]}"
