Freq.	Free Freq.	Size	Establishment turn	Spanning	Priming	First Speaker	Turns	Expression
2	2	3	14	8	1	Agent	7, 14	"{""7"": [""acorn guest house""], ""14"": [""acorn guest house""]}"
4	4	2	10	6	1	Agent	9, 10, 11, 14	"{""9"": [""aylesbray lodge""], ""10"": [""aylesbray lodge""], ""11"": [""aylesbray lodge""], ""14"": [""aylesbray lodge""]}"
3	1	2	14	8	2	Agent	7, 9, 14	"{""7"": [""guest house""], ""9"": [""guest house""], ""14"": [""guest house""]}"
7	7	1	2	8	1	Agent	1, 2, 3, 5, 6	"{""1"": [""preference""], ""2"": [""preference""], ""3"": [""preferences""], ""5"": [""preferences""], ""6"": [""preferences""]}"
4	4	1	7	8	1	Human	4, 7, 10, 11	"{""4"": [""address""], ""7"": [""address""], ""10"": [""address""], ""11"": [""address""]}"
2	2	2	2	2	1	Agent	1, 2	"{""1"": [""star rating""], ""2"": [""star rating""]}"
4	4	1	2	10	1	Agent	1, 2, 4, 10	"{""1"": [""area""], ""2"": [""area""], ""4"": [""area""], ""10"": [""area""]}"
3	3	1	3	5	1	Human	0, 3, 4	"{""0"": [""guesthouse""], ""3"": [""guesthouse""], ""4"": [""guesthouse""]}"
3	1	1	4	4	1	Agent	1, 2, 4	"{""1"": [""star""], ""2"": [""star""], ""4"": [""star""]}"
2	2	1	13	2	1	Human	12, 13	"{""12"": [""table""], ""13"": [""table""]}"
2	2	1	15	2	1	Human	14, 15	"{""14"": [""taxi""], ""15"": [""taxi""]}"
