Freq.	Free Freq.	Size	Establishment turn	Spanning	Priming	First Speaker	Turns	Expression
2	2	3	14	2	1	Agent	13, 14	"{""13"": [""taxi to meet""], ""14"": [""taxi to meet""]}"
2	2	2	9	2	1	Human	8, 9	"{""8"": [""free parking""], ""9"": [""free parking""]}"
2	2	1	13	4	1	Human	12, 13, 14, 15	"{""12"": [""taxi""], ""13"": [""taxi""], ""14"": [""taxi""], ""15"": [""taxi""]}"
8	8	1	1	17	1	Human	0, 1, 2, 5, 6, 10, 14, 16	"{""0"": [""restaurant""], ""1"": [""restaurants""], ""2"": [""restaurant""], ""5"": [""restaurant""], ""6"": [""restaurant""], ""10"": [""restaurant""], ""14"": [""restaurant""], ""16"": [""restaurant""]}"
3	3	1	5	6	2	Human	0, 4, 5	"{""0"": [""centre""], ""4"": [""centre""], ""5"": [""centre""]}"
3	3	1	7	3	1	Human	6, 7, 8	"{""6"": [""hotel""], ""7"": [""hotel""], ""8"": [""hotel""]}"
3	1	1	14	4	2	Agent	11, 13, 14	"{""11"": [""meets""], ""13"": [""meet""], ""14"": [""meet""]}"
2	2	1	4	2	1	Agent	3, 4	"{""3"": [""food""], ""4"": [""food""]}"
2	2	1	12	4	1	Agent	9, 12	"{""9"": [""places""], ""12"": [""places""]}"
2	2	1	4	2	1	Agent	3, 4	"{""3"": [""type""], ""4"": [""type""]}"
