Freq.	Free Freq.	Size	Establishment turn	Spanning	Priming	First Speaker	Turns	Expression
2	2	3	5	6	1	Human	0, 5	"{""0"": [""birmingham new street""], ""5"": [""birmingham new street""]}"
3	3	2	12	9	1	Agent	7, 12, 15	"{""7"": [""reference number""], ""12"": [""reference number""], ""15"": [""reference number""]}"
2	2	2	7	2	1	Human	6, 7	"{""6"": [""5 seats""], ""7"": [""5 seats""]}"
2	2	2	10	2	1	Agent	9, 10	"{""9"": [""star ratings""], ""10"": [""star rating""]}"
4	4	1	11	8	2	Human	8, 10, 11, 15	"{""8"": [""guesthouse""], ""10"": [""guesthouse""], ""11"": [""guesthouses""], ""15"": [""guesthouse""]}"
3	1	1	11	3	1	Agent	9, 10, 11	"{""9"": [""ratings""], ""10"": [""rating""], ""11"": [""rated""]}"
3	1	1	6	3	1	Agent	5, 6, 7	"{""5"": [""seat""], ""6"": [""seats""], ""7"": [""seats""]}"
2	2	1	12	4	1	Agent	9, 12	"{""9"": [""locations""], ""12"": [""location""]}"
2	2	1	11	4	1	Human	8, 11	"{""8"": [""parking""], ""11"": [""parking""]}"
2	2	1	5	6	1	Human	0, 5	"{""0"": [""train""], ""5"": [""train""]}"
