Freq.	Free Freq.	Size	Establishment turn	Spanning	Priming	First Speaker	Turns	Expression
2	2	4	1	2	1	Human	0, 1	"{""0"": [""alexander bed and breakfast""], ""1"": [""alexander bed and breakfast""]}"
4	4	1	7	7	1	Human	6, 7, 11, 12	"{""6"": [""museum""], ""7"": [""museum""], ""11"": [""museum's""], ""12"": [""museum""]}"
2	2	2	11	2	1	Human	10, 11	"{""10"": [""phone number""], ""11"": [""phone number""]}"
3	1	1	13	4	1	Human	10, 11, 13	"{""10"": [""number""], ""11"": [""number""], ""13"": [""number""]}"
2	2	1	7	4	1	Human	4, 7	"{""4"": [""attraction""], ""7"": [""attraction""]}"
2	2	1	11	10	1	Human	2, 11	"{""2"": [""code""], ""11"": [""code""]}"
2	2	1	5	2	1	Human	4, 5	"{""4"": [""nightclub""], ""5"": [""nightclubs""]}"
2	2	1	10	8	1	Agent	3, 10	"{""3"": [""postcode""], ""10"": [""postcode""]}"
2	2	1	13	2	1	Human	12, 13	"{""12"": [""taxi""], ""13"": [""taxi""]}"
2	2	1	4	4	1	Agent	1, 4	"{""1"": [""town""], ""4"": [""town""]}"
