Freq.	Free Freq.	Size	Establishment turn	Spanning	Priming	First Speaker	Turns	Expression
2	2	3	16	4	1	Agent	13, 16	"{""13"": [""table""], ""16"": [""table""]}"
2	2	3	11	2	1	Human	10, 11	"{""10"": [""international food""], ""11"": [""international food""]}"
5	5	1	7	16	1	Human	4, 7, 8, 18, 19	"{""4"": [""address""], ""7"": [""address""], ""8"": [""address""], ""18"": [""address""], ""19"": [""address""]}"
2	2	1	19	2	1	Human	18, 19	"{""18"": [""postcode""], ""19"": [""postcode""]}"
2	2	2	1	2	1	Human	0, 1	"{""0"": [""free parking""], ""1"": [""free parking""]}"
6	6	1	11	9	1	Human	10, 11, 13, 14, 16, 18	"{""10"": [""restaurant""], ""11"": [""restaurants""], ""13"": [""restaurant""], ""14"": [""restaurant""], ""16"": [""restaurant""], ""18"": [""restaurant""]}"
5	5	1	1	17	1	Human	0, 1, 8, 10, 16	"{""0"": [""hotel""], ""1"": [""hotels""], ""8"": [""hotel""], ""10"": [""hotel""], ""16"": [""hotel""]}"
4	4	1	6	11	1	Agent	5, 6, 7, 15	"{""5"": [""days"", ""day""], ""6"": [""days""], ""7"": [""day""], ""15"": [""day""]}"
3	3	1	10	11	1	Agent	1, 10, 11	"{""1"": [""area""], ""10"": [""area""], ""11"": [""area""]}"
3	2	1	11	3	1	Human	10, 11, 12	"{""10"": [""food""], ""11"": [""food""], ""12"": [""food""]}"
3	3	1	17	4	2	Human	14, 16, 17	"{""14"": [""taxi""], ""16"": [""taxi""], ""17"": [""taxi""]}"
2	2	1	6	2	1	Agent	5, 6	"{""5"": [""people""], ""6"": [""people""]}"
2	2	1	2	2	1	Agent	1, 2	"{""1"": [""price""], ""2"": [""price""]}"
