Freq.	Free Freq.	Size	Establishment turn	Spanning	Priming	First Speaker	Turns	Expression
2	2	1	17	2	1	Human	16, 17	"{""16"": [""day""], ""17"": [""day""]}"
3	3	3	3	4	2	Human	0, 2, 3	"{""0"": [""ian hong house""], ""2"": [""ian hong house""], ""3"": [""ian hong house""]}"
2	2	3	5	2	1	Human	4, 5	"{""4"": [""lan hong house""], ""5"": [""lan hong house""]}"
2	2	2	9	2	1	Human	8, 9	"{""8"": [""reference number""], ""9"": [""reference number""]}"
6	1	2	10	11	2	Human	0, 2, 3, 4, 5, 10	"{""0"": [""hong house""], ""2"": [""hong house""], ""3"": [""hong house""], ""4"": [""hong house""], ""5"": [""hong house""], ""10"": [""hong house""]}"
5	5	1	9	8	1	Human	6, 9, 13	"{""6"": [""booking""], ""9"": [""booking""], ""13"": [""booking""]}"
2	2	2	15	2	1	Human	14, 15	"{""14"": [""contact number""], ""15"": [""contact number""]}"
3	1	1	14	3	1	Agent	14, 15	"{""14"": [""contact""], ""15"": [""contact""]}"
3	3	1	6	10	1	Agent	1, 6, 10	"{""1"": [""hotel""], ""6"": [""hotel""], ""10"": [""hotel""]}"
3	3	1	3	6	1	Human	0, 3, 5	"{""0"": [""restaurant""], ""3"": [""restaurant""], ""5"": [""restaurant""]}"
2	2	1	8	2	1	Agent	7, 8	"{""7"": [""people""], ""8"": [""people""]}"
