Freq.	Free Freq.	Size	Establishment turn	Spanning	Priming	First Speaker	Turns	Expression
2	2	7	11	2	1	Human	10, 11	"{""10"": [""train from peterborough to cambridge on saturday""], ""11"": [""trains from peterborough to cambridge on saturday""]}"
3	1	3	14	5	1	Human	10, 11, 14	"{""10"": [""peterborough to cambridge""], ""11"": [""peterborough to cambridge""], ""14"": [""peterborough to cambridge""]}"
4	4	2	9	14	1	Human	6, 9, 14, 19	"{""6"": [""reference number""], ""9"": [""reference number""], ""14"": [""reference number""], ""19"": [""reference number""]}"
2	2	1	21	22	1	Human	0, 21	"{""0"": [""cambridge""], ""21"": [""cambridge""]}"
2	2	1	12	2	1	Agent	11, 12	"{""11"": [""wish""], ""12"": [""wish""]}"
5	1	1	6	17	1	Agent	3, 6, 9, 14, 19	"{""3"": [""number""], ""6"": [""number""], ""9"": [""number""], ""14"": [""number""], ""19"": [""number""]}"
5	5	1	7	17	1	Human	2, 7, 8, 14, 18	"{""2"": [""people""], ""7"": [""people""], ""8"": [""people""], ""14"": [""people""], ""18"": [""people""]}"
5	3	1	11	8	2	Human	8, 10, 11, 14, 15	"{""8"": [""saturday""], ""10"": [""saturday""], ""11"": [""saturday""], ""14"": [""saturday""], ""15"": [""saturday""]}"
5	3	1	13	8	1	Human	10, 11, 13, 15, 17	"{""10"": [""train""], ""11"": [""trains""], ""13"": [""trains""], ""15"": [""trains""], ""17"": [""train""]}"
3	3	1	1	3	1	Human	0, 1, 2	"{""0"": [""guesthouse""], ""1"": [""guesthouses""], ""2"": [""guesthouse""]}"
2	2	1	2	2	1	Agent	1, 2	"{""1"": [""internet""], ""2"": [""internet""]}"
2	2	1	2	2	1	Agent	1, 2	"{""1"": [""parking""], ""2"": [""parking""]}"
2	2	1	8	6	1	Agent	3, 8	"{""3"": [""reservation""], ""8"": [""reservation""]}"
