Freq.	Free Freq.	Size	Establishment turn	Spanning	Priming	First Speaker	Turns	Expression
2	2	2	11	4	1	Human	8, 11	"{""8"": [""free wifi""], ""11"": [""free wifi""]}"
2	2	2	3	2	1	Human	2, 3	"{""2"": [""swimming pools""], ""3"": [""swimming pool""]}"
3	3	1	14	5	1	Agent	11, 14, 15	"{""11"": [""hotel""], ""14"": [""hotel""], ""15"": [""hotel""]}"
3	1	1	15	14	1	Human	2, 3, 15	"{""2"": [""pools""], ""3"": [""pool""], ""15"": [""pool""]}"
2	2	1	5	2	1	Human	4, 5	"{""4"": [""address""], ""5"": [""address""]}"
2	2	1	1	2	1	Human	0, 1	"{""0"": [""attraction""], ""1"": [""attraction""]}"
2	2	1	7	2	1	Human	6, 7	"{""6"": [""guesthouse""], ""7"": [""guesthouses""]}"
2	2	1	11	4	1	Human	8, 11	"{""8"": [""parking""], ""11"": [""parking""]}"
2	1	1	3	2	1	Human	2, 3	"{""2"": [""swimming""], ""3"": [""swimming""]}"
2	2	1	7	8	1	Human	0, 7	"{""0"": [""town""], ""7"": [""town""]}"
