Freq.	Free Freq.	Size	Establishment turn	Spanning	Priming	First Speaker	Turns	Expression
2	2	3	14	8	1	Agent	7, 14	"{""7"": [""center of town""], ""14"": [""centre of town""]}"
3	3	1	18	11	1	Agent	9, 18, 19	"{""9"": [""day""], ""18"": [""day""], ""19"": [""day""]}"
3	3	2	5	4	2	Human	2, 4, 5	"{""2"": [""free wifi""], ""4"": [""free wifi""], ""5"": [""free wifi""]}"
3	1	1	14	14	2	Agent	1, 7, 14	"{""1"": [""town""], ""7"": [""town""], ""14"": [""town""]}"
3	1	1	12	8	1	Agent	7, 12, 14	"{""7"": [""center""], ""12"": [""centre""], ""14"": [""centre""]}"
2	2	2	11	2	1	Human	10, 11	"{""10"": [""5 nights""], ""11"": [""5 nights""]}"
2	2	2	17	4	1	Human	14, 17	"{""14"": [""free admission""], ""17"": [""free admission""]}"
2	2	2	11	2	1	Human	10, 11	"{""10"": [""friday""], ""11"": [""friday""]}"
4	4	1	14	5	1	Agent	13, 14, 15, 17	"{""13"": [""colleges""], ""14"": [""colleges""], ""15"": [""college""], ""17"": [""college""]}"
3	1	1	11	4	2	Human	8, 10, 11	"{""8"": [""nights""], ""10"": [""nights""], ""11"": [""nights""]}"
2	2	1	12	10	1	Agent	3, 12	"{""3"": [""area""], ""12"": [""area""]}"
2	2	1	3	2	1	Human	2, 3	"{""2"": [""hotel""], ""3"": [""hotels""]}"
2	2	1	10	2	1	Agent	9, 10	"{""9"": [""people""], ""10"": [""people""]}"
