Freq.	Free Freq.	Size	Establishment turn	Spanning	Priming	First Speaker	Turns	Expression
2	2	1	4	4	1	Agent	1, 4	"{""1"": [""guesthouse""], ""4"": [""guesthouse""]}"
3	3	1	1	16	1	Human	0, 1	"{""0"": [""north""], ""1"": [""north""]}"
2	2	3	15	8	1	Human	7, 8, 11, 15, 16	"{""7"": [""reservation""], ""8"": [""reservation""], ""11"": [""reservation""], ""15"": [""reservation""], ""16"": [""reservation""]}"
2	2	2	12	6	1	Agent	7, 12	"{""7"": [""acorn guesthouse""], ""12"": [""acorn guesthouse""]}"
3	3	2	1	14	1	Human	0, 1, 13	"{""0"": [""free parking""], ""1"": [""free parking""], ""13"": [""free parking""]}"
3	3	2	17	12	2	Human	6, 16, 17	"{""6"": [""phone number""], ""16"": [""phone number""], ""17"": [""phone number""]}"
2	2	2	15	2	1	Human	14, 15	"{""14"": [""expensive french""], ""15"": [""expensive french""]}"
2	2	1	17	2	1	Human	16, 17	"{""16"": [""address""], ""17"": [""address""]}"
4	4	1	2	14	1	Agent	1, 2, 4, 14	"{""1"": [""hotel""], ""2"": [""hotel""], ""4"": [""hotel""], ""14"": [""hotel""]}"
4	1	1	7	12	1	Human	6, 7, 16, 17	"{""6"": [""phone""], ""7"": [""phone""], ""16"": [""phone""], ""17"": [""phone""]}"
3	3	1	16	11	1	Agent	7, 16, 17	"{""7"": [""postcode""], ""16"": [""postcode""], ""17"": [""postcode""]}"
3	3	1	15	4	1	Human	14, 15, 17	"{""14"": [""restaurant""], ""15"": [""restaurant"", ""restaurant""], ""17"": [""restaurant""]}"
2	2	1	5	2	1	Human	4, 5	"{""4"": [""options""], ""5"": [""options""]}"
