Freq.	Free Freq.	Size	Establishment turn	Spanning	Priming	First Speaker	Turns	Expression
2	2	1	11	2	1	Human	10, 11	"{""10"": [""centre""], ""11"": [""center""]}"
2	2	3	12	2	1	Agent	11, 12	"{""11"": [""holy trinity church""], ""12"": [""holy trinity church""]}"
2	2	2	13	2	1	Human	12, 13	"{""12"": [""entrance fee""], ""13"": [""entrance fee""]}"
4	4	1	3	6	1	Human	0, 3, 4, 5	"{""0"": [""train""], ""3"": [""train""], ""4"": [""train""], ""5"": [""train""]}"
2	2	1	3	2	1	Human	2, 3	"{""2"": [""peterborough""], ""3"": [""peterborough""]}"
2	2	2	1	2	1	Human	0, 1	"{""0"": [""london kings""], ""1"": [""london kings""]}"
2	2	2	7	2	1	Human	6, 7	"{""6"": [""reference number""], ""7"": [""reference number""]}"
2	2	2	7	4	1	Human	4, 7	"{""4"": [""7 tickets""], ""7"": [""7 tickets""]}"
3	3	1	15	8	2	Human	8, 14, 15	"{""8"": [""address""], ""14"": [""address""], ""15"": [""address""]}"
3	1	1	6	3	1	Agent	5, 6, 7	"{""5"": [""number""], ""6"": [""number""], ""7"": [""number""]}"
2	2	1	11	2	1	Human	10, 11	"{""10"": [""architecture""], ""11"": [""architectures""]}"
2	2	1	3	2	1	Human	2, 3	"{""2"": [""cambridge""], ""3"": [""cambridge""]}"
2	1	1	12	2	1	Agent	11, 12	"{""11"": [""church""], ""12"": [""church""]}"
2	2	1	15	2	1	Human	14, 15	"{""14"": [""postcode""], ""15"": [""postcode""]}"
2	2	1	8	2	1	Agent	7, 8	"{""7"": [""station""], ""8"": [""station""]}"
2	2	1	15	16	1	Human	0, 15	"{""0"": [""street""], ""15"": [""street""]}"
