Freq.	Free Freq.	Size	Establishment turn	Spanning	Priming	First Speaker	Turns	Expression
2	2	1	11	2	1	Human	10, 11	"{""10"": [""west""], ""11"": [""west""]}"
4	4	1	6	5	1	Agent	5, 6, 8, 9	"{""5"": [""table""], ""6"": [""table""], ""8"": [""table""], ""9"": [""table""]}"
2	2	2	15	2	1	Human	14, 15	"{""14"": [""phone number""], ""15"": [""phone number""]}"
4	4	1	1	6	1	Human	0, 1, 3, 5	"{""0"": [""restaurant""], ""1"": [""restaurants""], ""3"": [""restaurants""], ""5"": [""restaurant""]}"
3	1	1	14	7	1	Agent	9, 14, 15	"{""9"": [""number""], ""14"": [""number""], ""15"": [""number""]}"
2	2	1	15	2	1	Human	14, 15	"{""14"": [""address""], ""15"": [""address""]}"
2	2	1	11	2	1	Human	10, 11	"{""10"": [""architecture""], ""11"": [""architecture""]}"
2	2	1	2	2	1	Agent	1, 2	"{""1"": [""food""], ""2"": [""food""]}"
2	2	1	4	2	1	Agent	3, 4	"{""3"": [""location""], ""4"": [""location""]}"
2	2	1	10	6	1	Agent	5, 10	"{""5"": [""place""], ""10"": [""places""]}"
