Freq.	Free Freq.	Size	Establishment turn	Spanning	Priming	First Speaker	Turns	Expression
2	2	4	10	2	1	Agent	9, 10	"{""9"": [""one in the center""], ""10"": [""one in the centre""]}"
2	2	1	11	3	1	Agent	9, 10, 11	"{""9"": [""center""], ""10"": [""centre""], ""11"": [""centre""]}"
6	6	1	4	11	1	Agent	3, 4, 7, 8, 10, 13	"{""3"": [""area""], ""4"": [""area""], ""7"": [""area""], ""8"": [""area""], ""10"": [""area""], ""13"": [""area""]}"
2	2	2	23	2	1	Human	22, 23	"{""22"": [""contact number""], ""23"": [""contact number""]}"
3	3	1	4	9	1	Agent	3, 4, 11	"{""3"": [""town""], ""4"": [""town""], ""11"": [""town""]}"
2	2	2	9	4	1	Human	6, 9	"{""6"": [""portuguese restaurant""], ""9"": [""portuguese restaurants""]}"
5	3	1	6	20	2	Agent	3, 5, 6, 9, 22	"{""3"": [""restaurants""], ""5"": [""restaurants""], ""6"": [""restaurant""], ""9"": [""restaurants""], ""22"": [""restaurant""]}"
3	1	1	22	7	1	Agent	17, 22, 23	"{""17"": [""number""], ""22"": [""number""], ""23"": [""number""]}"
2	2	1	24	14	1	Agent	11, 24	"{""11"": [""help""], ""24"": [""help""]}"
2	2	1	11	2	1	Human	10, 11	"{""10"": [""postcode""], ""11"": [""postcode""]}"
2	2	1	21	4	1	Human	18, 21	"{""18"": [""taxi""], ""21"": [""taxi""]}"
