Freq.	Free Freq.	Size	Establishment turn	Spanning	Priming	First Speaker	Turns	Expression
6	6	1	9	10	1	Human	6, 9, 10, 12, 13, 15	"{""6"": [""centre""], ""9"": [""centre""], ""10"": [""centre""], ""12"": [""centre""], ""13"": [""centre""], ""15"": [""centre""]}"
3	3	1	19	4	1	Human	18, 19, 21	"{""18"": [""taxi""], ""19"": [""taxi""], ""21"": [""taxi""]}"
3	3	1	15	24	1	Human	0, 15, 23	"{""0"": [""cambridge""], ""15"": [""cambridge""], ""23"": [""cambridge""]}"
2	2	2	3	2	1	Human	2, 3	"{""2"": [""reference number""], ""3"": [""reference number""]}"
2	2	1	17	2	1	Human	16, 17	"{""16"": [""address""], ""17"": [""address""]}"
5	5	1	8	9	2	Agent	5, 7, 8, 9, 13	"{""5"": [""attractions""], ""7"": [""attraction""], ""8"": [""attraction""], ""9"": [""attraction""], ""13"": [""attraction""]}"
4	4	1	11	11	1	Human	10, 11, 14, 20	"{""10"": [""park""], ""11"": [""parks""], ""14"": [""park""], ""20"": [""park""]}"
3	3	1	13	6	2	Human	8, 12, 13	"{""8"": [""entertainment""], ""12"": [""entertainment""], ""13"": [""entertainment""]}"
3	1	1	21	20	1	Human	2, 3, 21	"{""2"": [""number""], ""3"": [""number""], ""21"": [""number""]}"
2	2	1	18	14	1	Agent	5, 18	"{""5"": [""place""], ""18"": [""places""]}"
