Freq.	Free Freq.	Size	Establishment turn	Spanning	Priming	First Speaker	Turns	Expression
2	2	3	4	2	1	Agent	3, 4	"{""3"": [""funky fun house""], ""4"": [""funky fun house""]}"
2	2	2	5	2	1	Human	4, 5	"{""4"": [""entrance fee""], ""5"": [""entrance fee""]}"
2	2	1	11	2	1	Human	10, 11	"{""10"": [""tuesday""], ""11"": [""tuesday""]}"
2	2	2	13	10	1	Human	4, 13	"{""4"": [""phone number""], ""13"": [""phone number""]}"
2	2	1	5	2	1	Human	4, 5	"{""4"": [""address""], ""5"": [""address""]}"
4	4	1	7	5	2	Human	4, 6, 7, 8	"{""4"": [""restaurant""], ""6"": [""restaurant""], ""7"": [""restaurants""], ""8"": [""restaurant""]}"
3	3	1	9	6	2	Human	4, 8, 9	"{""4"": [""center""], ""8"": [""centre""], ""9"": [""centre""]}"
3	1	1	11	10	1	Human	4, 11, 13	"{""4"": [""number""], ""11"": [""number""], ""13"": [""number""]}"
3	1	1	5	10	1	Human	4, 5, 13	"{""4"": [""phone""], ""5"": [""phone""], ""13"": [""phone""]}"
2	2	1	8	8	1	Agent	1, 8	"{""1"": [""area""], ""8"": [""area""]}"
2	1	1	4	2	1	Agent	3, 4	"{""3"": [""fun""], ""4"": [""fun""]}"
2	1	1	4	2	1	Agent	3, 4	"{""3"": [""funky""], ""4"": [""funky""]}"
2	2	1	13	2	1	Human	12, 13	"{""12"": [""taxi""], ""13"": [""taxi""]}"
