Freq.	Free Freq.	Size	Establishment turn	Spanning	Priming	First Speaker	Turns	Expression
2	2	3	15	2	1	Human	10, 14, 15	"{""10"": [""stansted airport""], ""14"": [""stansted airport""], ""15"": [""stansted airport""]}"
3	3	2	3	5	1	Human	0, 3, 4	"{""0"": [""0 stars""], ""3"": [""0 stars""], ""4"": [""0 stars""]}"
3	3	2	13	3	1	Human	12, 13, 14	"{""12"": [""arrival time""], ""13"": [""arrival time""], ""14"": [""arrival time""]}"
2	2	1	3	2	1	Human	2, 3	"{""2"": [""hotel""], ""3"": [""hotel""]}"
2	2	1	15	4	1	Human	12, 15	"{""12"": [""sunday""], ""15"": [""sunday""]}"
3	3	1	8	8	2	Agent	1, 7, 8	"{""1"": [""centre""], ""7"": [""center""], ""8"": [""centre""]}"
4	4	1	13	5	2	Human	10, 12, 13, 14	"{""10"": [""train""], ""12"": [""train""], ""13"": [""trains""], ""14"": [""train""]}"
5	2	1	12	7	1	Agent	12, 13, 14	"{""12"": [""arrival""], ""13"": [""arrival""], ""14"": [""arrival""]}"
2	2	1	15	6	1	Human	10, 15	"{""10"": [""cambridge""], ""15"": [""cambridge""]}"
2	2	1	5	2	1	Human	4, 5	"{""4"": [""phone""], ""5"": [""phone""]}"
2	2	1	5	2	1	Human	4, 5	"{""4"": [""postcode""], ""5"": [""postcode""]}"
