Freq.	Free Freq.	Size	Establishment turn	Spanning	Priming	First Speaker	Turns	Expression
3	3	1	11	4	1	Human	8, 11	"{""8"": [""colleges""], ""11"": [""college""]}"
2	2	1	11	8	1	Human	4, 11	"{""4"": [""centre""], ""11"": [""centre""]}"
2	2	2	7	2	1	Human	6, 7	"{""6"": [""5 people""], ""7"": [""5 people""]}"
2	2	2	13	2	1	Human	12, 13	"{""12"": [""phone number""], ""13"": [""phone number""]}"
3	3	1	5	6	2	Human	0, 2, 5	"{""0"": [""place""], ""2"": [""place""], ""5"": [""places""]}"
2	2	1	13	2	1	Human	12, 13	"{""12"": [""postcode""], ""13"": [""postcode""]}"
4	4	1	2	10	1	Agent	1, 2, 8, 10	"{""1"": [""area""], ""2"": [""area""], ""8"": [""area""], ""10"": [""area""]}"
3	3	1	6	4	1	Agent	5, 6, 8	"{""5"": [""fitzbillies""], ""6"": [""fitzbillies""], ""8"": [""fitzbillies""]}"
3	1	1	12	7	1	Agent	7, 12, 13	"{""7"": [""number""], ""12"": [""number""], ""13"": [""number""]}"
3	3	1	5	11	1	Human	0, 5, 10	"{""0"": [""restaurants""], ""5"": [""restaurant""], ""10"": [""restaurant""]}"
2	2	1	5	6	1	Human	0, 5	"{""0"": [""cambridge""], ""5"": [""cambridge""]}"
2	2	1	4	2	1	Agent	3, 4	"{""3"": [""food""], ""4"": [""food""]}"
2	2	1	11	4	1	Human	8, 11	"{""8"": [""town""], ""11"": [""town""]}"
2	2	1	7	2	1	Human	6, 7	"{""6"": [""tuesday""], ""7"": [""tuesday""]}"
