Freq.	Free Freq.	Size	Establishment turn	Spanning	Priming	First Speaker	Turns	Expression
2	2	4	9	4	1	Human	6, 9	"{""6"": [""hotel in the centre""], ""9"": [""hotels in the centre""]}"
3	1	1	9	10	2	Human	0, 6, 9	"{""0"": [""centre""], ""6"": [""centre""], ""9"": [""centre""]}"
2	2	1	9	10	1	Human	0, 9	"{""0"": [""city""], ""9"": [""city""]}"
4	4	2	12	7	2	Agent	7, 11, 12, 13	"{""7"": [""el shaddai""], ""11"": [""el shaddai""], ""12"": [""el shaddai""], ""13"": [""el shaddai""]}"
3	3	2	7	8	1	Human	6, 7, 13	"{""6"": [""0 star""], ""7"": [""0 star""], ""13"": [""0 stars""]}"
2	2	1	9	8	2	Human	6, 8, 9, 13	"{""6"": [""hotel""], ""8"": [""hotel""], ""9"": [""hotels""], ""13"": [""hotels""]}"
2	2	1	12	2	1	Agent	11, 12	"{""11"": [""information""], ""12"": [""information""]}"
2	2	2	5	2	1	Human	4, 5	"{""4"": [""reference number""], ""5"": [""reference number""]}"
2	2	1	10	2	1	Agent	9, 10	"{""9"": [""0-star""], ""10"": [""0-star""]}"
2	2	1	10	4	1	Agent	7, 10	"{""7"": [""guesthouse""], ""10"": [""guesthouse""]}"
