Freq.	Free Freq.	Size	Establishment turn	Spanning	Priming	First Speaker	Turns	Expression
2	2	4	9	2	1	Human	8, 9	"{""8"": [""luck chinese food takeaway""], ""9"": [""luck chinese food takeaway""]}"
3	3	3	4	7	1	Agent	1, 4, 7	"{""1"": [""room""], ""4"": [""room""], ""7"": [""room""]}"
2	2	2	3	2	1	Human	2, 3	"{""2"": [""4-star place""], ""3"": [""4-star place""]}"
2	2	2	11	2	1	Human	10, 11	"{""10"": [""2 people""], ""11"": [""two people""]}"
2	1	1	3	2	1	Human	2, 3	"{""2"": [""4-star""], ""3"": [""4-star""]}"
2	2	1	10	2	1	Agent	9, 10	"{""9"": [""table""], ""10"": [""table""]}"
2	2	1	7	2	1	Human	6, 7	"{""6"": [""price""], ""7"": [""price""]}"
3	1	1	10	7	1	Agent	5, 10, 11	"{""5"": [""people""], ""10"": [""people""], ""11"": [""people""]}"
3	1	1	3	4	2	Human	0, 2, 3	"{""0"": [""place""], ""2"": [""place""], ""3"": [""place""]}"
2	2	1	7	2	1	Human	6, 7	"{""6"": [""phone""], ""7"": [""phone""]}"
2	2	1	7	2	1	Human	6, 7	"{""6"": [""postcode""], ""7"": [""postcode""]}"
2	2	1	11	2	1	Human	10, 11	"{""10"": [""sunday""], ""11"": [""sunday""]}"
