Freq.	Free Freq.	Size	Establishment turn	Spanning	Priming	First Speaker	Turns	Expression
2	2	2	1	2	1	Human	0, 1	"{""0"": [""addenbrookes hospital""], ""1"": [""addenbrookes hospital""]}"
2	2	1	8	2	1	Agent	7, 8	"{""7"": [""day""], ""8"": [""day""]}"
2	2	2	3	2	1	Human	2, 3	"{""2"": [""neurology department""], ""3"": [""neurology department""]}"
3	1	1	2	3	1	Agent	1, 2, 3	"{""1"": [""department""], ""2"": [""department""], ""3"": [""department""]}"
3	1	1	2	3	1	Human	0, 1, 2	"{""0"": [""hospital""], ""1"": [""hospital""], ""2"": [""hospital""]}"
3	2	1	3	4	1	Human	2, 3, 5	"{""2"": [""neurology""], ""3"": [""neurology""], ""5"": [""neurology""]}"
2	2	1	4	2	1	Agent	3, 4	"{""3"": [""number""], ""4"": [""number""]}"
2	2	1	5	2	1	Human	4, 5	"{""4"": [""phone""], ""5"": [""phone""]}"
2	2	1	5	2	1	Human	4, 5	"{""4"": [""postcode""], ""5"": [""postcode""]}"
2	2	1	9	4	1	Human	6, 9	"{""6"": [""services""], ""9"": [""services""]}"
