Freq.	Free Freq.	Size	Establishment turn	Spanning	Priming	First Speaker	Turns	Expression
2	2	5	3	2	1	Human	2, 3	"{""2"": [""table for 4 on tuesday""], ""3"": [""table for 4 on tuesday""]}"
2	2	2	3	4	1	Human	0, 3	"{""0"": [""north end""], ""3"": [""north end""]}"
2	2	3	2	2	1	Agent	1, 2	"{""1"": [""type of food""], ""2"": [""type of food""]}"
3	1	1	1	4	1	Human	0, 3	"{""0"": [""North""], ""3"": [""north""]}"
2	1	1	3	2	1	Human	2, 3	"{""2"": [""table""], ""3"": [""table""]}"
2	2	2	1	2	1	Human	0, 1	"{""0"": [""expensive restaurant""], ""1"": [""expensive restaurants""]}"
4	4	1	3	12	1	Human	0, 3, 4, 5, 6, 11	"{""0"": [""cambridge""], ""3"": [""cambridge""], ""4"": [""cambridge""], ""5"": [""cambridge""], ""6"": [""cambridge""], ""11"": [""cambridge""]}"
2	2	1	10	6	1	Agent	4, 5, 10	"{""4"": [""train""], ""5"": [""trains""], ""10"": [""train""]}"
5	5	1	10	8	3	Agent	5, 7, 9, 10, 12	"{""5"": [""time""], ""7"": [""time""], ""9"": [""time"", ""times""], ""10"": [""time""], ""12"": [""time""]}"
3	3	1	11	8	2	Human	4, 6, 11	"{""4"": [""wednesday""], ""6"": [""wednesday""], ""11"": [""wednesday""]}"
2	2	1	11	6	1	Human	6, 11	"{""6"": [""norwich""], ""11"": [""norwich""]}"
