Freq.	Free Freq.	Size	Establishment turn	Spanning	Priming	First Speaker	Turns	Expression
2	2	2	12	10	1	Agent	3, 12	"{""3"": [""huntingdon marriott""], ""12"": [""huntingdon marriott""]}"
5	5	1	2	9	1	Agent	1, 2, 6, 7, 9	"{""1"": [""town""], ""2"": [""town""], ""6"": [""town""], ""7"": [""town""], ""9"": [""town""]}"
5	5	1	3	4	1	Human	2, 3, 4, 5	"{""2"": [""hotel""], ""3"": [""hotel""], ""4"": [""hotel""], ""5"": [""hotel""]}"
2	2	2	12	2	1	Agent	11, 12	"{""11"": [""clare hall""], ""12"": [""clare hall""]}"
2	2	2	13	2	1	Human	12, 13	"{""12"": [""contact number""], ""13"": [""contact number""]}"
2	2	2	5	2	1	Human	4, 5	"{""4"": [""free parking""], ""5"": [""free parking""]}"
2	2	2	2	2	1	Agent	1, 2	"{""1"": [""price range""], ""2"": [""price range""]}"
2	2	1	11	2	1	Human	10, 11	"{""10"": [""address""], ""11"": [""address""]}"
2	2	1	13	2	1	Human	12, 13	"{""12"": [""car""], ""13"": [""car""]}"
2	2	1	9	2	1	Human	8, 9	"{""8"": [""college""], ""9"": [""colleges""]}"
2	2	1	13	2	1	Human	12, 13	"{""12"": [""type""], ""13"": [""type""]}"
