Freq.	Free Freq.	Size	Establishment turn	Spanning	Priming	First Speaker	Turns	Expression
2	2	5	6	4	1	Agent	3, 6	"{""3"": [""four star hotels with free""], ""6"": [""4 star hotels with free""]}"
2	2	6	17	14	1	Human	4, 17	"{""4"": [""4 star hotel in the east""], ""17"": [""4 star hotels in the east""]}"
7	7	3	1	18	1	Human	0, 1, 3, 4, 5, 6, 8, 9, 11, 16, 17	"{""0"": [""4 star hotel""], ""1"": [""four star hotels""], ""3"": [""four star hotels""], ""4"": [""4 star hotel""], ""5"": [""4 star hotels""], ""6"": [""4 star hotels""], ""8"": [""4 star hotel""], ""9"": [""4 star hotel""], ""11"": [""4 star hotel""], ""16"": [""4 star hotels""], ""17"": [""4 star hotels""]}"
3	1	4	30	27	1	Human	4, 17, 30	"{""4"": [""hotel in the east""], ""17"": [""hotels in the east""], ""30"": [""hotel in the east""]}"
7	7	1	12	29	2	Human	2, 4, 5, 12, 16, 17, 18, 19, 22, 25, 30	"{""2"": [""east""], ""4"": [""east""], ""5"": [""east""], ""12"": [""east""], ""16"": [""east""], ""17"": [""east""], ""18"": [""east""], ""19"": [""east""], ""22"": [""east""], ""25"": [""east""], ""30"": [""east""]}"
2	2	4	19	4	1	Human	16, 19	"{""16"": [""guesthouses in the east""], ""19"": [""guesthouse in the east""]}"
6	6	2	14	31	1	Human	2, 3, 14, 24, 25, 32	"{""2"": [""free parking""], ""3"": [""free parking""], ""14"": [""free parking""], ""24"": [""free parking""], ""25"": [""free parking""], ""32"": [""free parking""]}"
4	4	2	19	19	2	Human	4, 6, 19, 22	"{""4"": [""free wifi""], ""6"": [""free wifi""], ""19"": [""free wifi""], ""22"": [""free wifi""]}"
17	6	2	2	33	1	Human	0, 1, 2, 3, 4, 5, 6, 8, 9, 11, 13, 14, 16, 17, 22, 30, 32	"{""0"": [""4 star""], ""1"": [""four star""], ""2"": [""4 star""], ""3"": [""four star""], ""4"": [""4 star""], ""5"": [""4 star""], ""6"": [""4 star""], ""8"": [""4 star""], ""9"": [""4 star""], ""11"": [""4 star""], ""13"": [""4 stars""], ""14"": [""4 stars""], ""16"": [""4 star""], ""17"": [""4 star""], ""22"": [""4 stars""], ""30"": [""four stars""], ""32"": [""4 stars""]}"
11	2	2	3	18	1	Human	0, 1, 3, 4, 5, 6, 8, 9, 11, 16, 17	"{""0"": [""star hotel""], ""1"": [""star hotels""], ""3"": [""star hotels""], ""4"": [""star hotel""], ""5"": [""star hotels""], ""6"": [""star hotels""], ""8"": [""star hotel""], ""9"": [""star hotel""], ""11"": [""star hotel""], ""16"": [""star hotels""], ""17"": [""star hotels""]}"
10	10	1	9	37	1	Human	0, 1, 3, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 24, 30, 36	"{""0"": [""hotel""], ""1"": [""hotels""], ""3"": [""hotels""], ""4"": [""hotel""], ""5"": [""hotels""], ""6"": [""hotels""], ""8"": [""hotel""], ""9"": [""hotel""], ""11"": [""hotel""], ""12"": [""hotel""], ""13"": [""hotel""], ""14"": [""hotel""], ""15"": [""hotels""], ""16"": [""hotels""], ""17"": [""hotels""], ""24"": [""hotel""], ""30"": [""hotel""], ""36"": [""hotel""]}"
3	3	2	33	20	1	Human	20, 33, 39	"{""20"": [""reference number""], ""33"": [""reference number""], ""39"": [""reference number""]}"
2	2	1	37	24	1	Human	14, 37	"{""14"": [""type""], ""37"": [""type""]}"
17	2	1	1	33	1	Human	0, 1, 2, 3, 4, 5, 6, 8, 9, 11, 13, 14, 16, 17, 22, 30, 32	"{""0"": [""star""], ""1"": [""star""], ""2"": [""star""], ""3"": [""star""], ""4"": [""star""], ""5"": [""star""], ""6"": [""star""], ""8"": [""star""], ""9"": [""star""], ""11"": [""star""], ""13"": [""stars""], ""14"": [""stars""], ""16"": [""star""], ""17"": [""star"", ""stars""], ""22"": [""stars""], ""30"": [""stars""], ""32"": [""stars""]}"
8	8	1	28	27	4	Agent	15, 21, 23, 27, 28, 29, 38, 41	"{""15"": [""day""], ""21"": [""day""], ""23"": [""days""], ""27"": [""day""], ""28"": [""day""], ""29"": [""day""], ""38"": [""day""], ""41"": [""day""]}"
7	1	1	19	31	1	Human	2, 3, 14, 19, 24, 25, 32	"{""2"": [""parking""], ""3"": [""parking""], ""14"": [""parking""], ""19"": [""parking""], ""24"": [""parking""], ""25"": [""parking""], ""32"": [""parking""]}"
5	1	1	32	29	2	Human	4, 6, 19, 22, 32	"{""4"": [""wifi""], ""6"": [""wifi""], ""19"": [""wifi""], ""22"": [""wifi""], ""32"": [""wifi""]}"
4	2	1	16	23	1	Agent	13, 16, 19, 35	"{""13"": [""guesthouses"", ""guesthouse""], ""16"": [""guesthouses""], ""19"": [""guesthouse""], ""35"": [""guesthouse""]}"
4	1	1	23	20	1	Human	20, 23, 33, 39	"{""20"": [""number""], ""23"": [""number""], ""33"": [""number""], ""39"": [""number""]}"
3	3	1	1	3	1	Human	0, 1, 2	"{""0"": [""internet""], ""1"": [""internet""], ""2"": [""internet""]}"
