Freq.	Free Freq.	Size	Establishment turn	Spanning	Priming	First Speaker	Turns	Expression
2	2	6	3	2	1	Human	2, 3	"{""2"": [""2 star hotel in the north""], ""3"": [""2 star hotel in the north""]}"
2	2	3	3	4	1	Human	0, 3	"{""0"": [""moderate price range""], ""3"": [""moderate price range""]}"
2	2	5	7	2	1	Human	6, 7	"{""6"": [""swimming pool in the north""], ""7"": [""swimming pools in the north""]}"
2	2	2	9	2	1	Human	8, 9	"{""8"": [""phone number""], ""9"": [""phone number""]}"
2	2	2	3	4	1	Human	0, 3	"{""0"": [""free parking""], ""3"": [""free parking""]}"
2	2	2	8	2	1	Agent	7, 8	"{""7"": [""jesus green""], ""8"": [""jesus green""]}"
3	2	1	3	4	1	Human	2, 3, 5	"{""2"": [""hotel""], ""3"": [""hotel""], ""5"": [""hotel""]}"
3	2	1	7	3	1	Human	6, 7, 8	"{""6"": [""pool""], ""7"": [""pools"", ""pool""], ""8"": [""pool""]}"
3	3	1	8	5	1	Agent	5, 8, 9	"{""5"": [""postcode""], ""8"": [""postcode""], ""9"": [""postcode""]}"
2	2	1	6	6	1	Agent	1, 6	"{""1"": [""town""], ""6"": [""town""]}"
