Freq.	Free Freq.	Size	Establishment turn	Spanning	Priming	First Speaker	Turns	Expression
2	2	4	11	2	1	Human	10, 11	"{""10"": [""museum of classical archaeology""], ""11"": [""museum of classical archaeology""]}"
2	2	1	15	2	1	Human	14, 15	"{""14"": [""day""], ""15"": [""day""]}"
2	2	2	3	4	1	Human	0, 3	"{""0"": [""free parking""], ""3"": [""free parking""]}"
2	2	2	4	2	1	Agent	3, 4	"{""3"": [""five guesthouses""], ""4"": [""five guesthouses""]}"
2	2	2	3	2	1	Human	2, 3	"{""2"": [""free wifi""], ""3"": [""free wifi""]}"
2	2	2	4	2	1	Agent	3, 4	"{""3"": [""price range""], ""4"": [""price range""]}"
6	4	1	3	8	2	Human	0, 2, 3, 4, 6, 7	"{""0"": [""guesthouse""], ""2"": [""guesthouse""], ""3"": [""guesthouses""], ""4"": [""guesthouses""], ""6"": [""guesthouse""], ""7"": [""guesthouses""]}"
3	1	1	6	4	1	Agent	3, 4	"{""3"": [""price""], ""4"": [""price""]}"
3	1	1	5	3	1	Agent	3, 4, 5	"{""3"": [""range""], ""4"": [""range""], ""5"": [""range""]}"
2	2	1	7	2	1	Human	6, 7	"{""6"": [""name""], ""7"": [""names""]}"
