Freq.	Free Freq.	Size	Establishment turn	Spanning	Priming	First Speaker	Turns	Expression
2	2	3	6	2	1	Agent	3, 5, 6	"{""3"": [""table""], ""5"": [""table""], ""6"": [""table""]}"
2	2	4	5	2	1	Human	4, 5	"{""4"": [""ali baba is lebanese""], ""5"": [""ali baba is lebanese""]}"
3	1	2	4	3	1	Agent	3, 4, 5	"{""3"": [""ali baba""], ""4"": [""ali baba""], ""5"": [""ali baba""]}"
3	3	1	3	14	1	Human	2, 3, 15	"{""2"": [""centre""], ""3"": [""centre""], ""15"": [""centre""]}"
2	2	2	1	2	1	Human	0, 1	"{""0"": [""lebanese restaurant""], ""1"": [""lebanese restaurant""]}"
2	2	1	11	6	1	Human	6, 11	"{""6"": [""thursday""], ""11"": [""thursday""]}"
4	4	1	11	4	1	Human	10, 11, 12, 13	"{""10"": [""train""], ""11"": [""trains""], ""12"": [""train""], ""13"": [""train""]}"
3	3	1	8	7	1	Agent	3, 8, 9	"{""3"": [""reserving""], ""8"": [""reservation""], ""9"": [""reservation""]}"
3	1	1	3	4	1	Human	0, 1, 3	"{""0"": [""restaurant""], ""1"": [""restaurant""], ""3"": [""restaurant""]}"
2	2	1	15	6	1	Human	10, 15	"{""10"": [""cambridge""], ""15"": [""cambridge""]}"
2	2	1	9	2	1	Human	8, 9	"{""8"": [""number""], ""9"": [""number""]}"
