Freq.	Free Freq.	Size	Establishment turn	Spanning	Priming	First Speaker	Turns	Expression
2	2	1	4	2	1	Agent	3, 4	"{""3"": [""planning""], ""4"": [""planning""]}"
2	2	2	12	4	1	Agent	9, 12	"{""9"": [""price range""], ""12"": [""price range""]}"
2	2	1	5	4	1	Human	2, 5	"{""2"": [""cambridge""], ""5"": [""cambridge""]}"
2	2	2	1	2	1	Human	0, 1, 7	"{""0"": [""train""], ""1"": [""trains""], ""7"": [""train""]}"
3	3	1	6	3	1	Agent	5, 6, 7	"{""5"": [""departure""], ""6"": [""departure""], ""7"": [""departure""]}"
3	3	1	12	3	1	Agent	11, 12, 13	"{""11"": [""gonville""], ""12"": [""gonville""], ""13"": [""gonville""]}"
3	3	1	11	4	2	Human	8, 10, 11	"{""8"": [""hotel""], ""10"": [""hotel""], ""11"": [""hotel"", ""hotel""]}"
3	3	1	11	4	2	Human	10, 11	"{""10"": [""preference""], ""11"": [""preference""]}"
3	1	1	13	5	1	Agent	9, 12, 13	"{""9"": [""range""], ""12"": [""range""], ""13"": [""range""]}"
2	2	1	1	2	1	Human	0, 1	"{""0"": [""norwich""], ""1"": [""norwich""]}"
2	2	1	12	6	1	Agent	7, 12	"{""7"": [""number""], ""12"": [""number""]}"
