Freq.	Free Freq.	Size	Establishment turn	Spanning	Priming	First Speaker	Turns	Expression
2	2	5	11	2	1	Human	10, 11	"{""10"": [""swiss restaurant in the west""], ""11"": [""swiss restaurants in the west""]}"
3	1	4	13	4	1	Human	10, 11, 13	"{""10"": [""restaurant in the west""], ""11"": [""restaurants in the west""], ""13"": [""restaurants in the west""]}"
8	8	1	11	17	2	Human	8, 10, 11, 13, 15, 17, 18, 19, 20, 22, 24	"{""8"": [""restaurant""], ""10"": [""restaurant""], ""11"": [""restaurants""], ""13"": [""restaurants""], ""15"": [""restaurant""], ""17"": [""restaurant""], ""18"": [""restaurant""], ""19"": [""restaurant""], ""20"": [""restaurant""], ""22"": [""restaurant""], ""24"": [""restaurant""]}"
3	3	2	7	4	2	Human	4, 6, 7	"{""4"": [""phone number""], ""6"": [""phone number""], ""7"": [""phone number""]}"
2	2	1	21	22	1	Human	0, 21	"{""0"": [""able""], ""21"": [""able""]}"
4	4	1	4	7	1	Agent	1, 4, 6, 7	"{""1"": [""area""], ""4"": [""area""], ""6"": [""area""], ""7"": [""area""]}"
2	2	2	21	8	1	Human	14, 21	"{""14"": [""reference number""], ""21"": [""reference number""]}"
6	1	1	23	20	2	Human	4, 6, 7, 14, 21, 23	"{""4"": [""number""], ""6"": [""number""], ""7"": [""number""], ""14"": [""number""], ""21"": [""number""], ""23"": [""number""]}"
5	5	1	1	25	1	Human	0, 1, 7, 18, 24	"{""0"": [""museum""], ""1"": [""museum"", ""museums""], ""7"": [""museum""], ""18"": [""museum""], ""24"": [""museum""]}"
5	5	1	23	9	3	Human	16, 20, 22, 23, 24	"{""16"": [""taxi""], ""20"": [""taxi""], ""22"": [""taxi""], ""23"": [""taxi""], ""24"": [""taxi""]}"
3	3	1	20	4	1	Agent	19, 20, 22	"{""19"": [""time""], ""20"": [""time""], ""22"": [""time""]}"
2	2	1	5	2	1	Human	4, 5	"{""4"": [""address""], ""5"": [""address""]}"
