Freq.	Free Freq.	Size	Establishment turn	Spanning	Priming	First Speaker	Turns	Expression
2	2	2	9	2	1	Human	8, 9	"{""8"": [""free internet""], ""9"": [""free internet""]}"
3	3	2	10	5	1	Agent	7, 10, 11	"{""7"": [""lovell lodge""], ""10"": [""lovell lodge""], ""11"": [""lovell lodge""]}"
2	2	2	11	2	1	Human	10, 11	"{""10"": [""phone number""], ""11"": [""phone number""]}"
2	2	1	7	2	1	Human	6, 7	"{""6"": [""meet""], ""7"": [""meet""]}"
2	2	2	1	2	1	Human	0, 1	"{""0"": [""2 star""], ""1"": [""2 star""]}"
4	4	1	1	7	1	Human	0, 1, 4, 6	"{""0"": [""guesthouse""], ""1"": [""guesthouses""], ""4"": [""guesthouse""], ""6"": [""guesthouses""]}"
4	2	1	10	12	1	Agent	5, 10, 11, 16	"{""5"": [""number""], ""10"": [""number""], ""11"": [""number""], ""16"": [""number""]}"
3	3	1	19	20	2	Human	0, 14, 19	"{""0"": [""cambridge""], ""14"": [""cambridge""], ""19"": [""cambridge""]}"
3	3	1	7	3	1	Human	6, 7, 8	"{""6"": [""hotel""], ""7"": [""hotels"", ""hotel""], ""8"": [""hotels""]}"
2	2	1	7	2	1	Human	6, 7	"{""6"": [""2-stars""], ""7"": [""2-starred""]}"
2	2	1	11	2	1	Human	10, 11	"{""10"": [""postcode""], ""11"": [""postcode""]}"
2	2	1	17	2	1	Human	16, 17	"{""16"": [""reference""], ""17"": [""reference""]}"
2	2	1	15	4	1	Human	12, 15	"{""12"": [""train""], ""15"": [""train""]}"
