Freq.	Free Freq.	Size	Establishment turn	Spanning	Priming	First Speaker	Turns	Expression
2	2	4	12	2	1	Agent	11, 12	"{""11"": [""1 in the north""], ""12"": [""one in the north""]}"
3	3	2	9	7	1	Human	8, 9, 14	"{""8"": [""2 people""], ""9"": [""two people""], ""14"": [""2 people""]}"
2	2	1	3	11	1	Human	3, 11, 12	"{""3"": [""North""], ""11"": [""north""], ""12"": [""north""]}"
2	2	2	9	2	1	Human	8, 9	"{""8"": [""5 nights""], ""9"": [""5 nights""]}"
3	3	2	1	11	1	Human	0, 1, 10	"{""0"": [""price range""], ""1"": [""price ranges""], ""10"": [""price range""]}"
4	4	1	17	8	2	Human	10, 16, 17	"{""10"": [""restaurant""], ""16"": [""restaurant""], ""17"": [""restaurant""]}"
2	2	2	14	2	1	Agent	13, 14	"{""13"": [""golden wok""], ""14"": [""golden wok""]}"
3	3	1	9	7	1	Human	8, 9, 14	"{""8"": [""wednesday""], ""9"": [""wednesday""], ""14"": [""wednesday""]}"
4	1	1	8	8	1	Agent	7, 8, 9, 14	"{""7"": [""people""], ""8"": [""people""], ""9"": [""people""], ""14"": [""people""]}"
4	1	1	3	11	1	Human	0, 1, 10	"{""0"": [""price""], ""1"": [""price""], ""10"": [""price""]}"
3	3	1	1	4	1	Human	0, 1, 3	"{""0"": [""guesthouse""], ""1"": [""guesthouses""], ""3"": [""guesthouses""]}"
3	3	1	10	16	1	Agent	1, 10, 16	"{""1"": [""hotels""], ""10"": [""hotel""], ""16"": [""hotel""]}"
3	1	1	1	11	1	Human	0, 1, 10	"{""0"": [""range""], ""1"": [""ranges"", ""range""], ""10"": [""range""]}"
2	2	1	5	2	1	Human	4, 5	"{""4"": [""internet""], ""5"": [""internet""]}"
