Freq.	Free Freq.	Size	Establishment turn	Spanning	Priming	First Speaker	Turns	Expression
3	3	2	14	3	1	Agent	13, 14, 15	"{""13"": [""west area""], ""14"": [""west area""], ""15"": [""west area""]}"
2	2	2	20	8	1	Agent	13, 20	"{""13"": [""east area""], ""20"": [""east area""]}"
2	2	3	19	18	1	Human	2, 19	"{""2"": [""side of town""], ""19"": [""side of town""]}"
4	4	1	7	13	2	Human	4, 6, 7, 16	"{""4"": [""address""], ""6"": [""address""], ""7"": [""address""], ""16"": [""address""]}"
7	3	1	12	20	2	Agent	1, 11, 12, 13, 14, 15, 20	"{""1"": [""area""], ""11"": [""area""], ""12"": [""area""], ""13"": [""area""], ""14"": [""area""], ""15"": [""area""], ""20"": [""area""]}"
6	6	1	12	8	1	Agent	11, 12, 13, 15, 16, 18	"{""11"": [""graffiti""], ""12"": [""graffiti""], ""13"": [""graffiti""], ""15"": [""graffiti""], ""16"": [""graffiti""], ""18"": [""graffiti""]}"
5	5	1	19	12	2	Human	10, 18, 19, 20, 21	"{""10"": [""restaurant""], ""18"": [""restaurant""], ""19"": [""restaurant""], ""20"": [""restaurant""], ""21"": [""restaurant""]}"
3	3	1	17	10	1	Human	12, 17, 21	"{""12"": [""hotel""], ""17"": [""hotel""], ""21"": [""hotel""]}"
3	1	1	19	18	2	Human	2, 18, 19	"{""2"": [""side""], ""18"": [""side""], ""19"": [""side""]}"
2	2	1	15	8	1	Human	8, 15	"{""8"": [""food""], ""15"": [""food""]}"
