Freq.	Free Freq.	Size	Establishment turn	Spanning	Priming	First Speaker	Turns	Expression
4	4	1	1	10	1	Human	0, 1, 9	"{""0"": [""west""], ""1"": [""west""], ""9"": [""west""]}"
2	2	2	13	2	1	Human	12, 13	"{""12"": [""reference number""], ""13"": [""reference number""]}"
4	4	1	1	5	1	Human	0, 1, 3, 4	"{""0"": [""college""], ""1"": [""colleges""], ""3"": [""college""], ""4"": [""college""]}"
4	4	1	6	6	1	Agent	5, 6, 9, 10	"{""5"": [""food""], ""6"": [""food""], ""9"": [""food""], ""10"": [""food""]}"
3	1	1	12	9	1	Agent	5, 12, 13	"{""5"": [""number""], ""12"": [""number""], ""13"": [""number""]}"
3	3	1	11	8	2	Human	4, 10, 11	"{""4"": [""restaurant""], ""10"": [""restaurant""], ""11"": [""restaurant""]}"
2	2	1	8	2	1	Agent	7, 8	"{""7"": [""areas""], ""8"": [""area""]}"
2	2	1	5	6	1	Human	0, 5	"{""0"": [""places""], ""5"": [""place""]}"
2	2	1	3	2	1	Human	2, 3	"{""2"": [""popular""], ""3"": [""popular""]}"
2	2	1	7	8	1	Human	0, 7	"{""0"": [""town""], ""7"": [""town""]}"
