Freq.	Free Freq.	Size	Establishment turn	Spanning	Priming	First Speaker	Turns	Expression
3	3	2	10	6	1	Agent	7, 10, 12	"{""7"": [""abbey pool""], ""10"": [""abbey pool""], ""12"": [""abbey pool""]}"
3	3	2	1	13	1	Human	0, 1, 12	"{""0"": [""warkworth house""], ""1"": [""warkworth house""], ""12"": [""warkworth house""]}"
3	3	2	10	11	1	Agent	1, 10, 11	"{""1"": [""phone number""], ""10"": [""phone number""], ""11"": [""phone number""]}"
3	3	1	10	11	1	Agent	1, 10, 11	"{""1"": [""address""], ""10"": [""address""], ""11"": [""address""]}"
5	2	1	7	7	1	Human	6, 7, 10, 11, 12	"{""6"": [""pool""], ""7"": [""pool""], ""10"": [""pool""], ""11"": [""pool""], ""12"": [""pool""]}"
4	4	1	9	10	3	Human	0, 4, 8, 9	"{""0"": [""information""], ""4"": [""information""], ""8"": [""information""], ""9"": [""information""]}"
4	4	1	4	9	1	Agent	4, 9	"{""4"": [""price""], ""9"": [""price""]}"
3	3	1	5	4	2	Human	2, 4, 5	"{""2"": [""internet""], ""4"": [""internet""], ""5"": [""internet""]}"
3	3	1	4	5	1	Agent	1, 4, 5	"{""1"": [""star""], ""4"": [""star""], ""5"": [""stars""]}"
3	1	1	1	13	1	Human	0, 1, 12	"{""0"": [""warkworth""], ""1"": [""warkworth""], ""12"": [""warkworth""]}"
2	2	1	2	2	1	Agent	1, 2	"{""1"": [""guesthouse""], ""2"": [""guesthouse""]}"
