Freq.	Free Freq.	Size	Establishment turn	Spanning	Priming	First Speaker	Turns	Expression
2	2	4	17	2	1	Human	16, 17	"{""16"": [""price of the train""], ""17"": [""price of the train""]}"
2	2	3	5	2	1	Human	4, 5	"{""4"": [""4 star hotel""], ""5"": [""4 star hotels""]}"
2	2	1	5	2	1	Human	4, 5	"{""4"": [""east""], ""5"": [""east""]}"
2	2	2	8	2	1	Agent	7, 8	"{""7"": [""leverton house""], ""8"": [""leverton house""]}"
4	2	1	17	12	3	Human	6, 8, 16, 17	"{""6"": [""price""], ""8"": [""price""], ""16"": [""price""], ""17"": [""price""]}"
3	3	2	5	4	2	Human	2, 4, 5	"{""2"": [""free parking""], ""4"": [""free parking""], ""5"": [""free parking""]}"
3	3	2	7	3	1	Human	6, 7, 8	"{""6"": [""price range""], ""7"": [""price range""], ""8"": [""price range""]}"
3	1	1	11	5	1	Agent	7, 8, 11	"{""7"": [""leverton""], ""8"": [""leverton""], ""11"": [""leverton""]}"
2	2	1	9	8	1	Human	2, 9	"{""2"": [""room""], ""9"": [""room""]}"
4	1	1	7	6	2	Human	2, 4, 5, 7	"{""2"": [""parking""], ""4"": [""parking""], ""5"": [""parking""], ""7"": [""parking""]}"
4	2	1	17	8	3	Human	10, 12, 16, 17	"{""10"": [""train""], ""12"": [""train""], ""16"": [""train""], ""17"": [""train""]}"
3	1	1	4	5	1	Agent	1, 4, 5	"{""1"": [""hotel""], ""4"": [""hotel""], ""5"": [""hotels""]}"
3	3	1	15	16	2	Human	0, 12, 15	"{""0"": [""information""], ""12"": [""information""], ""15"": [""information""]}"
3	1	1	5	4	2	Human	2, 4, 5	"{""2"": [""star""], ""4"": [""star""], ""5"": [""star""]}"
