Freq.	Free Freq.	Size	Establishment turn	Spanning	Priming	First Speaker	Turns	Expression
2	2	2	7	2	1	Human	6, 7	"{""6"": [""two nights""], ""7"": [""two night""]}"
2	2	2	1	2	1	Human	0, 1	"{""0"": [""free parking""], ""1"": [""free parking""]}"
2	2	2	3	2	1	Human	2, 3	"{""2"": [""free wifi""], ""3"": [""free wifi""]}"
5	5	1	11	4	1	Human	10, 11, 12, 13	"{""10"": [""museum""], ""11"": [""museum"", ""museums""], ""12"": [""museums""], ""13"": [""museum""]}"
2	2	1	9	2	1	Human	8, 9	"{""8"": [""nightclubs""], ""9"": [""nightclubs""]}"
2	2	1	9	2	1	Human	8, 9	"{""8"": [""town""], ""9"": [""town""]}"
3	3	1	4	4	2	Agent	1, 3, 4	"{""1"": [""area""], ""3"": [""area""], ""4"": [""area""]}"
3	3	1	5	12	1	Human	4, 5, 15	"{""4"": [""days""], ""5"": [""days""], ""15"": [""day""]}"
3	1	1	7	4	2	Human	4, 6, 7	"{""4"": [""nights""], ""6"": [""nights""], ""7"": [""night""]}"
3	3	1	12	8	2	Agent	5, 7, 12	"{""5"": [""number""], ""7"": [""number""], ""12"": [""numbers""]}"
2	2	1	7	4	1	Human	4, 7	"{""4"": [""sunday""], ""7"": [""sunday""]}"
