Freq.	Free Freq.	Size	Establishment turn	Spanning	Priming	First Speaker	Turns	Expression
2	2	3	14	2	1	Agent	0, 1, 2, 3, 4, 5, 9, 10, 11, 13, 14	"{""0"": [""hotel""], ""1"": [""hotels""], ""2"": [""hotel""], ""3"": [""hotel""], ""4"": [""hotel""], ""5"": [""hotel""], ""9"": [""hotel""], ""10"": [""hotel""], ""11"": [""hotel""], ""13"": [""hotel""], ""14"": [""hotel""]}"
2	2	4	17	2	1	Human	16, 17	"{""16"": [""moderately priced austrian restaurant""], ""17"": [""moderately prices austrian restaurants""]}"
3	3	2	15	10	2	Human	6, 14, 15	"{""6"": [""5 people""], ""14"": [""5 people""], ""15"": [""5 people""]}"
3	3	2	3	3	1	Human	2, 3, 4	"{""2"": [""star hotel""], ""3"": [""star hotel""], ""4"": [""star hotel""]}"
2	2	3	15	2	1	Human	14, 15	"{""14"": [""tuesday through friday""], ""15"": [""tuesday through friday""]}"
2	2	2	1	2	1	Human	0, 1	"{""0"": [""free wifi""], ""1"": [""free wifi""]}"
2	2	2	13	2	1	Human	12, 13	"{""12"": [""1 night""], ""13"": [""1 night""]}"
5	2	1	2	6	1	Agent	1, 2, 3, 4, 6	"{""1"": [""star""], ""2"": [""star""], ""3"": [""star""], ""4"": [""star""], ""6"": [""star""]}"
4	3	1	13	9	2	Human	6, 12, 13, 14	"{""6"": [""nights""], ""12"": [""night""], ""13"": [""nights"", ""night""], ""14"": [""nights""]}"
4	2	1	19	6	1	Human	16, 17, 19, 21	"{""16"": [""restaurant""], ""17"": [""restaurants""], ""19"": [""restaurant""], ""21"": [""restaurant""]}"
3	1	1	2	3	1	Human	0, 1, 2	"{""0"": [""wifi""], ""1"": [""wifi""], ""2"": [""wifi""]}"
2	2	1	19	2	1	Human	18, 19	"{""18"": [""address""], ""19"": [""address""]}"
2	2	1	18	18	1	Agent	1, 18	"{""1"": [""area""], ""18"": [""area""]}"
2	2	1	18	2	1	Agent	17, 18	"{""17"": [""food""], ""18"": [""food""]}"
