Freq.	Free Freq.	Size	Establishment turn	Spanning	Priming	First Speaker	Turns	Expression
2	2	3	13	2	1	Human	12, 13	"{""12"": [""london kings cross""], ""13"": [""london kings cross""]}"
3	3	2	9	9	1	Human	8, 9, 16	"{""8"": [""5 people""], ""9"": [""5 people""], ""16"": [""5 people""]}"
2	2	3	13	4	1	Human	10, 13	"{""10"": [""cambridge on tuesday""], ""13"": [""cambridge on tuesday""]}"
2	2	2	9	2	1	Human	8, 9	"{""8"": [""5 nights""], ""9"": [""5 nights""]}"
2	2	1	3	2	1	Human	2, 3	"{""2"": [""north""], ""3"": [""North""]}"
2	2	1	9	6	1	Human	8, 9, 10, 13	"{""8"": [""tuesday""], ""9"": [""tuesday""], ""10"": [""tuesday""], ""13"": [""tuesday""]}"
2	2	2	7	2	1	Human	6, 7	"{""6"": [""guest house""], ""7"": [""guest house""]}"
2	2	1	13	2	1	Human	12, 13	"{""12"": [""cambridge""], ""13"": [""cambridge""]}"
3	3	1	15	6	2	Human	10, 12, 15	"{""10"": [""train""], ""12"": [""train""], ""15"": [""train""]}"
2	2	1	3	4	1	Human	0, 3	"{""0"": [""guesthouse""], ""3"": [""guesthouses""]}"
2	2	1	4	2	1	Agent	3, 4	"{""3"": [""rating""], ""4"": [""rating""]}"
