Freq.	Free Freq.	Size	Establishment turn	Spanning	Priming	First Speaker	Turns	Expression
2	2	3	7	8	1	Human	0, 7	"{""0"": [""london king's cross""], ""7"": [""london king's cross""]}"
2	2	2	13	4	1	Human	10, 13	"{""10"": [""4 people""], ""13"": [""4 people""]}"
3	3	2	14	3	1	Agent	13, 14, 15	"{""13"": [""reference number""], ""14"": [""reference number""], ""15"": [""reference number""]}"
3	3	1	7	12	1	Human	2, 7, 13	"{""2"": [""monday""], ""7"": [""monday""], ""13"": [""monday""]}"
5	5	1	3	8	1	Human	0, 3, 4, 5, 7	"{""0"": [""train""], ""3"": [""train""], ""4"": [""train""], ""5"": [""train""], ""7"": [""train""]}"
2	2	2	5	2	1	Human	4, 5	"{""4"": [""travel time""], ""5"": [""travel time""]}"
5	4	1	4	16	1	Agent	1, 4, 5, 11, 16	"{""1"": [""time""], ""4"": [""time""], ""5"": [""time""], ""11"": [""time""], ""16"": [""time""]}"
3	3	1	10	12	1	Agent	1, 10, 12	"{""1"": [""day""], ""10"": [""day""], ""12"": [""day""]}"
2	2	1	7	8	1	Human	0, 7	"{""0"": [""cambridge""], ""7"": [""cambridge""]}"
2	2	1	13	6	1	Human	8, 13	"{""8"": [""restaurants""], ""13"": [""restaurant""]}"
