Freq.	Free Freq.	Size	Establishment turn	Spanning	Priming	First Speaker	Turns	Expression
3	3	1	5	17	1	Human	5, 16	"{""5"": [""west""], ""16"": [""West""]}"
3	3	1	16	16	2	Agent	1, 15, 16	"{""1"": [""type""], ""15"": [""type""], ""16"": [""type""]}"
3	3	1	15	16	2	Human	0, 14, 15	"{""0"": [""places""], ""14"": [""places""], ""15"": [""place""]}"
2	2	2	17	2	1	Human	16, 17	"{""16"": [""phone number""], ""17"": [""phone number""]}"
2	2	2	18	2	1	Agent	17, 18	"{""17"": [""queens college""], ""18"": [""queens college""]}"
5	5	1	8	15	1	Agent	8, 12, 18, 19	"{""8"": [""reservation""], ""12"": [""reservation""], ""18"": [""reservation""], ""19"": [""reservation""]}"
4	4	1	12	13	1	Agent	7, 12, 18, 19	"{""7"": [""time""], ""12"": [""time""], ""18"": [""time""], ""19"": [""time""]}"
3	3	1	15	3	1	Human	14, 15, 16	"{""14"": [""attractions""], ""15"": [""attractions""], ""16"": [""attraction""]}"
3	1	1	16	9	1	Agent	9, 16, 17	"{""9"": [""number""], ""16"": [""number""], ""17"": [""number""]}"
3	3	1	12	14	1	Agent	5, 12, 18	"{""5"": [""restaurants""], ""12"": [""restaurant""], ""18"": [""restaurant""]}"
2	2	1	2	2	1	Agent	1, 2	"{""1"": [""food""], ""2"": [""food""]}"
