Freq.	Free Freq.	Size	Establishment turn	Spanning	Priming	First Speaker	Turns	Expression
2	2	1	11	2	1	Human	10, 11	"{""10"": [""college""], ""11"": [""college""]}"
2	2	2	13	2	1	Human	12, 13	"{""12"": [""phone number""], ""13"": [""phone number""]}"
3	3	1	7	4	2	Human	4, 6, 7	"{""4"": [""nights""], ""6"": [""night""], ""7"": [""night""]}"
2	2	1	11	10	1	Human	2, 11	"{""2"": [""town""], ""11"": [""town""]}"
2	2	2	13	2	1	Human	12, 13	"{""12"": [""post code""], ""13"": [""post code""]}"
4	4	1	9	10	1	Human	8, 9, 11, 17	"{""8"": [""center""], ""9"": [""centre""], ""11"": [""centre""], ""17"": [""centre""]}"
3	3	1	1	3	1	Human	0, 1, 2	"{""0"": [""hotel""], ""1"": [""hotel""], ""2"": [""hotel""]}"
3	1	1	12	9	1	Agent	5, 12, 13	"{""5"": [""number""], ""12"": [""number""], ""13"": [""number""]}"
2	2	1	13	2	1	Human	12, 13	"{""12"": [""address""], ""13"": [""address""]}"
2	2	1	10	10	1	Agent	1, 10	"{""1"": [""area""], ""10"": [""area""]}"
2	2	1	2	2	1	Agent	1, 2	"{""1"": [""guesthouses""], ""2"": [""guesthouse""]}"
2	2	1	9	2	1	Human	8, 9	"{""8"": [""type""], ""9"": [""type""]}"
