Freq.	Free Freq.	Size	Establishment turn	Spanning	Priming	First Speaker	Turns	Expression
3	3	1	12	12	2	Agent	1, 5, 12	"{""1"": [""preferences""], ""5"": [""preference""], ""12"": [""preference""]}"
4	4	2	16	17	2	Agent	1, 5, 16, 17	"{""1"": [""price range""], ""5"": [""price range""], ""16"": [""price range""], ""17"": [""price range""]}"
4	4	2	17	12	3	Human	6, 8, 16, 17	"{""6"": [""phone number""], ""8"": [""phone number""], ""16"": [""phone number""], ""17"": [""phone number""]}"
5	5	1	12	14	3	Agent	1, 5, 11, 12, 14	"{""1"": [""area""], ""5"": [""area""], ""11"": [""area""], ""12"": [""area""], ""14"": [""area""]}"
5	1	1	9	12	2	Human	6, 8, 9, 16, 17	"{""6"": [""phone""], ""8"": [""phone""], ""9"": [""phone""], ""16"": [""phone""], ""17"": [""phone""]}"
3	3	1	9	4	2	Human	6, 8, 9	"{""6"": [""address""], ""8"": [""address""], ""9"": [""address""]}"
3	3	1	3	3	1	Human	2, 3, 4	"{""2"": [""food""], ""3"": [""food""], ""4"": [""food""]}"
3	3	1	11	4	1	Human	10, 11, 13	"{""10"": [""hotel""], ""11"": [""hotels""], ""13"": [""hotel""]}"
3	3	1	9	4	2	Human	6, 8, 9	"{""6"": [""postcode""], ""8"": [""postcode""], ""9"": [""postcode""]}"
2	2	1	9	10	1	Human	0, 9	"{""0"": [""places""], ""9"": [""place""]}"
