Freq.	Free Freq.	Size	Establishment turn	Spanning	Priming	First Speaker	Turns	Expression
2	2	1	2	2	1	Agent	1, 2	"{""1"": [""preference""], ""2"": [""preference""]}"
2	2	3	6	6	1	Agent	1, 6	"{""1"": [""centre of town""], ""6"": [""centre of town""]}"
3	3	2	5	4	2	Human	2, 4, 5	"{""2"": [""reference number""], ""4"": [""reference number""], ""5"": [""reference number""]}"
3	3	2	6	7	1	Agent	3, 6, 9	"{""3"": [""sala thong""], ""6"": [""sala thong""], ""9"": [""sala thong""]}"
2	2	3	9	2	1	Human	8, 9	"{""8"": [""part of town""], ""9"": [""part of town""]}"
2	2	1	3	2	1	Human	2, 3	"{""2"": [""table""], ""3"": [""table""]}"
2	2	2	13	2	1	Human	12, 13	"{""12"": [""confirmation number""], ""13"": [""confirmation number""]}"
2	2	1	17	2	1	Human	16, 17	"{""16"": [""car""], ""17"": [""car""]}"
6	1	1	15	14	2	Human	2, 4, 5, 12, 13, 15	"{""2"": [""number""], ""4"": [""number""], ""5"": [""number""], ""12"": [""number""], ""13"": [""number""], ""15"": [""number""]}"
5	5	1	9	15	2	Human	0, 8, 9, 10, 14	"{""0"": [""restaurant""], ""8"": [""restaurant""], ""9"": [""restaurant""], ""10"": [""restaurant""], ""14"": [""restaurant""]}"
4	4	1	3	11	1	Human	2, 3, 6, 12	"{""2"": [""saturday""], ""3"": [""saturday""], ""6"": [""saturday""], ""12"": [""saturday""]}"
3	3	1	2	3	1	Agent	1, 2, 3	"{""1"": [""area""], ""2"": [""area""], ""3"": [""area""]}"
3	3	1	7	6	1	Human	6, 7, 11	"{""6"": [""hotel""], ""7"": [""hotel""], ""11"": [""hotel""]}"
3	3	1	10	8	1	Agent	7, 14	"{""7"": [""location""], ""14"": [""location""]}"
3	3	1	7	9	1	Human	6, 7, 14	"{""6"": [""taxi""], ""7"": [""taxi""], ""14"": [""taxi""]}"
2	2	1	15	4	1	Human	12, 15	"{""12"": [""complete""], ""15"": [""completed""]}"
