Freq.	Free Freq.	Size	Establishment turn	Spanning	Priming	First Speaker	Turns	Expression
2	2	6	13	2	1	Human	12, 13	"{""12"": [""place to go in the west""], ""13"": [""places to go in the west""]}"
3	1	1	15	4	1	Human	12, 13, 15	"{""12"": [""west""], ""13"": [""west""], ""15"": [""West""]}"
3	3	2	14	3	1	Agent	13, 14, 15	"{""13"": [""entertainment venues""], ""14"": [""entertainment venue""], ""15"": [""entertainment venues""]}"
4	4	1	3	6	1	Human	2, 3, 4, 7	"{""2"": [""tuesday""], ""3"": [""tuesday""], ""4"": [""tuesday""], ""7"": [""tuesday""]}"
4	4	1	3	8	2	Human	0, 2, 3, 7	"{""0"": [""train""], ""2"": [""train""], ""3"": [""trains""], ""7"": [""train""]}"
2	2	2	11	4	1	Human	8, 11	"{""8"": [""reference number""], ""11"": [""reference number""]}"
4	4	1	17	6	3	Human	12, 14, 16, 17	"{""12"": [""address""], ""14"": [""address""], ""16"": [""address""], ""17"": [""address""]}"
2	2	1	21	20	1	Human	2, 21	"{""2"": [""cambridge""], ""21"": [""cambridge""]}"
4	4	1	14	4	1	Agent	13, 14, 15, 16	"{""13"": [""colleges""], ""14"": [""colleges""], ""15"": [""colleges""], ""16"": [""colleges""]}"
4	4	1	12	6	1	Agent	11, 12, 14, 16	"{""11"": [""fee""], ""12"": [""fee""], ""14"": [""fee""], ""16"": [""fee""]}"
2	2	1	14	2	1	Agent	13, 14	"{""13"": [""museums""], ""14"": [""museums""]}"
